"name","category","subcategory","city","location","description","phone","website","is_premium","tier","tags"
"Groupe Al Atlas Green SA","Industrie & Chimie","Mining","Meknès","147 Av Al Qods, Meknès, Morocco","Entreprise du secteur Mining basée à Meknès.","","","false","none","Mining,Meknès"
"Groupe Agadir Trade SARL AU","Banque & Finance","Accounting & Audit","Dakhla","179 Bd Mohammed V, Dakhla, Morocco","Entreprise du secteur Accounting & Audit basée à Dakhla.","","","false","none","Accounting & Audit,Dakhla"
"Premium E-commerce Immobilier","Distribution & Commerce","E-commerce","La�youne","15 Bd Moulay Ismail, La�youne, Morocco","Entreprise du secteur E-commerce basée à La�youne.","","","false","none","E-commerce,La�youne"
"Al Waha Immobilier Ltd.","Immobilier & Construction","Construction","Kenitra","183 Av Al Qods, Kenitra, Morocco","Entreprise du secteur Construction basée à Kenitra.","","","false","none","Construction,Kenitra"
"Groupe Vertex Smart SA","Distribution & Commerce","Retail","Rabat","97 Bd Abdelmoumen, Rabat, Morocco","Entreprise du secteur Retail basée à Rabat.","","","false","none","Retail,Rabat"
"Premium Smart Sécurité","Éducation & Formation","Education","Marrakech","70 Av Fal Ould Oumeir, Marrakech, Morocco","Entreprise du secteur Education basée à Marrakech.","","","false","none","Education,Marrakech"
"Al Waha Tech Errachidia Trading","Distribution & Commerce","Retail","Errachidia","37 Bd Abdelmoumen, Errachidia, Morocco","Entreprise du secteur Retail basée à Errachidia.","","","false","none","Retail,Errachidia"
"Al Amal Group Dakhla","Technologie & IT","Telecom","Dakhla","148 Av Fal Ould Oumeir, Dakhla, Morocco","Entreprise du secteur Telecom basée à Dakhla.","","","false","none","Telecom,Dakhla"
"Rabat Academy Ltd.","Industrie & Chimie","Mining","Tanger","43 Av Al Qods, Tanger, Morocco","Entreprise du secteur Mining basée à Tanger.","","","false","none","Mining,Tanger"
"Al Fath Partenaires SAS","Centres d'Appel & BPO","BPO / Call Center","Guelmim","190 Bd Mohammed V, Guelmim, Morocco","Entreprise du secteur BPO / Call Center basée à Guelmim.","","","false","none","BPO / Call Center,Guelmim"
"Groupe Al Yassir Build SA","Éducation & Formation","Education","Nador","122 Rue Al Massira, Nador, Morocco","Entreprise du secteur Education basée à Nador.","","","false","none","Education,Nador"
"Andalous Telecom Distribution","Technologie & IT","Telecom","Agadir","163 Bd Mohammed V, Agadir, Morocco","Entreprise du secteur Telecom basée à Agadir.","","","false","none","Telecom,Agadir"
"Nova Sud Tétouan Group","Services Professionnels","Legal Services","Tétouan","9 Bd Abdelmoumen, Tétouan, Morocco","Entreprise du secteur Legal Services basée à Tétouan.","","","false","none","Legal Services,Tétouan"
"Dar Al Maintenance Dakhla","Industrie & Chimie","Pharmaceuticals","Dakhla","148 Av Hassan II, Dakhla, Morocco","Entreprise du secteur Pharmaceuticals basée à Dakhla.","","","false","none","Pharmaceuticals,Dakhla"
"Amazigh Trade Immobilier","Transport & Logistique","Logistics & Transport","Kenitra","31 Rue Ibn Sina, Kenitra, Morocco","Entreprise du secteur Logistics & Transport basée à Kenitra.","","","false","none","Logistics & Transport,Kenitra"
"Al Amal Print Béni Mellal","Immobilier & Construction","Construction","Béni Mellal","162 Bd Mohammed V, Béni Mellal, Morocco","Entreprise du secteur Construction basée à Béni Mellal.","","","false","none","Construction,Béni Mellal"
"Al Amal Innov Errachidia Partenaires","Banque & Finance","Banking","Errachidia","79 Bd Mohammed V, Errachidia, Morocco","Entreprise du secteur Banking basée à Errachidia.","","","false","none","Banking,Errachidia"
"Dynamiq Park Marrakech Services","Services Professionnels","Maintenance Services","Marrakech","92 Av Mohammed VI, Marrakech, Morocco","Entreprise du secteur Maintenance Services basée à Marrakech.","","","false","none","Maintenance Services,Marrakech"
"Groupe Tanger Impact Co.","Industrie & Chimie","Printing & Packaging","Khemisset","106 Bd Moulay Ismail, Khemisset, Morocco","Entreprise du secteur Printing & Packaging basée à Khemisset.","","","false","none","Printing & Packaging,Khemisset"
"Groupe Royal Systems","Industrie & Chimie","Printing & Packaging","Dakhla","74 Av Hassan II, Dakhla, Morocco","Entreprise du secteur Printing & Packaging basée à Dakhla.","","","false","none","Printing & Packaging,Dakhla"
"Al Royal Meknès Packaging","Services Professionnels","Legal Services","Meknès","20 Rue Al Massira, Meknès, Morocco","Entreprise du secteur Legal Services basée à Meknès.","","","false","none","Legal Services,Meknès"
"Nova One Engineering","Distribution & Commerce","Food & Beverage","Ifrane","183 Rue Ibn Sina, Ifrane, Morocco","Entreprise du secteur Food & Beverage basée à Ifrane.","","","false","none","Food & Beverage,Ifrane"
"Alpha Hotel SARL","Industrie & Chimie","Textiles","Ouarzazate","69 Bd Mohammed V, Ouarzazate, Morocco","Entreprise du secteur Textiles basée à Ouarzazate.","","","false","none","Textiles,Ouarzazate"
"Alpha Conseil Dakhla","Distribution & Commerce","E-commerce","Dakhla","179 Bd Moulay Ismail, Dakhla, Morocco","Entreprise du secteur E-commerce basée à Dakhla.","","","false","none","E-commerce,Dakhla"
"Al Fath Pharma Ltd.","Services Professionnels","Legal Services","La�youne","10 Bd Zerktouni, La�youne, Morocco","Entreprise du secteur Legal Services basée à La�youne.","","","false","none","Legal Services,La�youne"
"Atlas Construction Store","Immobilier & Construction","Construction","Tanger","124 Av Mohammed VI, Tanger, Morocco","Entreprise du secteur Construction basée à Tanger.","","","false","none","Construction,Tanger"
"Dar Al Avenir Meknès Hotel","Immobilier & Construction","Construction","Meknès","191 Bd Moulay Ismail, Meknès, Morocco","Entreprise du secteur Construction basée à Meknès.","","","false","none","Construction,Meknès"
"Maghreb Manufacturing Conseil","Industrie & Chimie","Manufacturing","Tétouan","74 Bd Moulay Ismail, Tétouan, Morocco","Entreprise du secteur Manufacturing basée à Tétouan.","","","false","none","Manufacturing,Tétouan"
"Al Yassir Labs Ltd.","Distribution & Commerce","E-commerce","Salé","112 Bd Mohammed V, Salé, Morocco","Entreprise du secteur E-commerce basée à Salé.","","","false","none","E-commerce,Salé"
"Al Bahja Store Meknès","Industrie & Chimie","Textiles","Meknès","8 Rue Al Massira, Meknès, Morocco","Entreprise du secteur Textiles basée à Meknès.","","","false","none","Textiles,Meknès"
"Marrakech Avenir Hotel","Éducation & Formation","Education","Berkane","84 Av Fal Ould Oumeir, Berkane, Morocco","Entreprise du secteur Education basée à Berkane.","","","false","none","Education,Berkane"
"Rif Nova Store","Services Professionnels","Marketing & Advertising","Ifrane","146 Rue Ibn Sina, Ifrane, Morocco","Entreprise du secteur Marketing & Advertising basée à Ifrane.","","","false","none","Marketing & Advertising,Ifrane"
"Groupe Horizon Trade SARL","Industrie & Chimie","Manufacturing","Salé","18 Rue Moulay Youssef, Salé, Morocco","Entreprise du secteur Manufacturing basée à Salé.","","","false","none","Manufacturing,Salé"
"Rabat Legal Services Immobilier","Services Professionnels","Legal Services","Ksar El Kebir","62 Bd Mohammed V, Ksar El Kebir, Morocco","Entreprise du secteur Legal Services basée à Ksar El Kebir.","","","false","none","Legal Services,Ksar El Kebir"
"Tanger Food Industries","Distribution & Commerce","Food & Beverage","Rabat","143 Rue Moulay Youssef, Rabat, Morocco","Entreprise du secteur Food & Beverage basée à Rabat.","","","false","none","Food & Beverage,Rabat"
"Groupe Al Baraka Impact SARL AU","Distribution & Commerce","E-commerce","Marrakech","26 Av Al Qods, Marrakech, Morocco","Entreprise du secteur E-commerce basée à Marrakech.","","","false","none","E-commerce,Marrakech"
"Groupe Marrakech Care SA","Distribution & Commerce","Retail","Béni Mellal","174 Bd Abdelmoumen, Béni Mellal, Morocco","Entreprise du secteur Retail basée à Béni Mellal.","","","false","none","Retail,Béni Mellal"
"Groupe Consulting Engineering","Services Professionnels","Consulting","Khemisset","91 Av Fal Ould Oumeir, Khemisset, Morocco","Entreprise du secteur Consulting basée à Khemisset.","","","false","none","Consulting,Khemisset"
"Al Yassir Maintenance Guelmim","Éducation & Formation","Education","Guelmim","61 Bd Abdelmoumen, Guelmim, Morocco","Entreprise du secteur Education basée à Guelmim.","","","false","none","Education,Guelmim"
"Groupe Elite Marina SARL AU","Services Professionnels","Consulting","La�youne","140 Bd Mohammed V, La�youne, Morocco","Entreprise du secteur Consulting basée à La�youne.","","","false","none","Consulting,La�youne"
"Al Fusion Store","Distribution & Commerce","Retail","Tétouan","103 Rue Al Massira, Tétouan, Morocco","Entreprise du secteur Retail basée à Tétouan.","","","false","none","Retail,Tétouan"
"Horizon Connect Ouarzazate Immobilier","Distribution & Commerce","Food & Beverage","Ouarzazate","41 Av Fal Ould Oumeir, Ouarzazate, Morocco","Entreprise du secteur Food & Beverage basée à Ouarzazate.","","","false","none","Food & Beverage,Ouarzazate"
"Maroc Industry Ifrane","Industrie & Chimie","Printing & Packaging","Ifrane","131 Rue Moulay Youssef, Ifrane, Morocco","Entreprise du secteur Printing & Packaging basée à Ifrane.","","","false","none","Printing & Packaging,Ifrane"
"Al Kheir Prime Services","Services Professionnels","Consulting","Temara","134 Bd Mohammed V, Temara, Morocco","Entreprise du secteur Consulting basée à Temara.","","","false","none","Consulting,Temara"
"Union Mining Packaging","Industrie & Chimie","Mining","Mohammedia","21 Bd Anfa, Mohammedia, Morocco","Entreprise du secteur Mining basée à Mohammedia.","","","false","none","Mining,Mohammedia"
"Al Waha Eco Larache Systems","Industrie & Chimie","Agriculture","Larache","148 Bd Anfa, Larache, Morocco","Entreprise du secteur Agriculture basée à Larache.","","","false","none","Agriculture,Larache"
"Vertex Sécurité SAS","Services Professionnels","Security Services","Ifrane","178 Bd Mohammed V, Ifrane, Morocco","Entreprise du secteur Security Services basée à Ifrane.","","","false","none","Security Services,Ifrane"
"Atlas Impact Construction","Technologie & IT","IT & Software","Oujda","181 Av Fal Ould Oumeir, Oujda, Morocco","Entreprise du secteur IT & Software basée à Oujda.","","","false","none","IT & Software,Oujda"
"Al City Digital","Distribution & Commerce","E-commerce","Settat","160 Bd Abdelmoumen, Settat, Morocco","Entreprise du secteur E-commerce basée à Settat.","","","false","none","E-commerce,Settat"
"Groupe Agadir Impact SARL","Banque & Finance","Insurance","Casablanca","122 Av Al Qods, Casablanca, Morocco","Entreprise du secteur Insurance basée à Casablanca.","","","false","none","Insurance,Casablanca"
"Fes Capital Solutions","Banque & Finance","Accounting & Audit","Tanger","15 Bd Mohammed V, Tanger, Morocco","Entreprise du secteur Accounting & Audit basée à Tanger.","","","false","none","Accounting & Audit,Tanger"
"Horizon Accounting Consulting","Banque & Finance","Accounting & Audit","El Jadida","136 Bd Zerktouni, El Jadida, Morocco","Entreprise du secteur Accounting & Audit basée à El Jadida.","","","false","none","Accounting & Audit,El Jadida"
"Al Manar Construction SARL AU","Centres d'Appel & BPO","BPO / Call Center","Béni Mellal","14 Rue Moulay Youssef, Béni Mellal, Morocco","Entreprise du secteur BPO / Call Center basée à Béni Mellal.","","","false","none","BPO / Call Center,Béni Mellal"
"Maghreb Hospital Tétouan","Industrie & Chimie","Automotive","Tétouan","114 Bd Zerktouni, Tétouan, Morocco","Entreprise du secteur Automotive basée à Tétouan.","","","false","none","Automotive,Tétouan"
"Union Nettoyage Khouribga","Services Professionnels","Security Services","Khouribga","127 Rue Al Massira, Khouribga, Morocco","Entreprise du secteur Security Services basée à Khouribga.","","","false","none","Security Services,Khouribga"
"Fes Nova Casablanca Université Privée","Services Professionnels","Marketing & Advertising","Casablanca","152 Rue Al Massira, Casablanca, Morocco","Entreprise du secteur Marketing & Advertising basée à Casablanca.","","","false","none","Marketing & Advertising,Casablanca"
"Groupe Al Amal Park SARL AU","Services Professionnels","Cleaning Services","Rabat","127 Bd Abdelmoumen, Rabat, Morocco","Entreprise du secteur Cleaning Services basée à Rabat.","","","false","none","Cleaning Services,Rabat"
"Rabat Smart Agadir Engineering","Services Professionnels","Maintenance Services","Agadir","98 Av Mohammed VI, Agadir, Morocco","Entreprise du secteur Maintenance Services basée à Agadir.","","","false","none","Maintenance Services,Agadir"
"Omega Construction Co.","Industrie & Chimie","Automotive","Khouribga","86 Av Mohammed VI, Khouribga, Morocco","Entreprise du secteur Automotive basée à Khouribga.","","","false","none","Automotive,Khouribga"
"Al Ibtikar Energy Ingénierie","Énergie & Environnement","Energy","Salé","55 Av Mohammed VI, Salé, Morocco","Entreprise du secteur Energy basée à Salé.","","","false","none","Energy,Salé"
"Dar Conseil Dakhla","Services Professionnels","Legal Services","Dakhla","139 Rue Al Massira, Dakhla, Morocco","Entreprise du secteur Legal Services basée à Dakhla.","","","false","none","Legal Services,Dakhla"
"Groupe Banking Trading","Banque & Finance","Banking","Guelmim","55 Rue Al Massira, Guelmim, Morocco","Entreprise du secteur Banking basée à Guelmim.","","","false","none","Banking,Guelmim"
"Alpha Holding Co.","Banque & Finance","Accounting & Audit","Guelmim","197 Av Mohammed VI, Guelmim, Morocco","Entreprise du secteur Accounting & Audit basée à Guelmim.","","","false","none","Accounting & Audit,Guelmim"
"Groupe Partners Ltd.","Technologie & IT","IT & Software","La�youne","173 Rue Ibn Sina, La�youne, Morocco","Entreprise du secteur IT & Software basée à La�youne.","","","false","none","IT & Software,La�youne"
"Sahara Connect Errachidia Labs","Industrie & Chimie","Manufacturing","Errachidia","180 Bd Anfa, Errachidia, Morocco","Entreprise du secteur Manufacturing basée à Errachidia.","","","false","none","Manufacturing,Errachidia"
"Groupe Marrakech Centre SARL","Services Professionnels","Engineering","Taza","126 Av Mohammed VI, Taza, Morocco","Entreprise du secteur Engineering basée à Taza.","","","false","none","Engineering,Taza"
"Al Moutamayyiz Food Partners","Distribution & Commerce","Food & Beverage","Ouarzazate","24 Bd Abdelmoumen, Ouarzazate, Morocco","Entreprise du secteur Food & Beverage basée à Ouarzazate.","","","false","none","Food & Beverage,Ouarzazate"
"Dar Al Marketing Pharma","Services Professionnels","Marketing & Advertising","Ifrane","14 Av Hassan II, Ifrane, Morocco","Entreprise du secteur Marketing & Advertising basée à Ifrane.","","","false","none","Marketing & Advertising,Ifrane"
"Nour Accounting Academy","Banque & Finance","Accounting & Audit","Fès","177 Rue Ibn Sina, Fès, Morocco","Entreprise du secteur Accounting & Audit basée à Fès.","","","false","none","Accounting & Audit,Fès"
"Groupe Digital SA","Énergie & Environnement","Energy","Tétouan","31 Av Fal Ould Oumeir, Tétouan, Morocco","Entreprise du secteur Energy basée à Tétouan.","","","false","none","Energy,Tétouan"
"Andalous Foods Larache","Banque & Finance","Accounting & Audit","Larache","151 Bd Abdelmoumen, Larache, Morocco","Entreprise du secteur Accounting & Audit basée à Larache.","","","false","none","Accounting & Audit,Larache"
"Apex Conseil SA","Énergie & Environnement","Energy","Oujda","27 Rue Moulay Youssef, Oujda, Morocco","Entreprise du secteur Energy basée à Oujda.","","","false","none","Energy,Oujda"
"Vertex Digital Ltd.","Services Professionnels","Engineering","Khouribga","180 Bd Abdelmoumen, Khouribga, Morocco","Entreprise du secteur Engineering basée à Khouribga.","","","false","none","Engineering,Khouribga"
"Horizon School Berkane","Industrie & Chimie","Agriculture","Berkane","137 Av Fal Ould Oumeir, Berkane, Morocco","Entreprise du secteur Agriculture basée à Berkane.","","","false","none","Agriculture,Berkane"
"Vertex Avenir Errachidia Market","Immobilier & Construction","Construction","Errachidia","116 Av Fal Ould Oumeir, Errachidia, Morocco","Entreprise du secteur Construction basée à Errachidia.","","","false","none","Construction,Errachidia"
"Vertex Industries Taza","Immobilier & Construction","Construction","Taza","186 Rue Ibn Sina, Taza, Morocco","Entreprise du secteur Construction basée à Taza.","","","false","none","Construction,Taza"
"Rabat Royal El Jadida Maintenance","Santé & Bien-être","Healthcare","El Jadida","120 Bd Zerktouni, El Jadida, Morocco","Entreprise du secteur Healthcare basée à El Jadida.","","","false","none","Healthcare,El Jadida"
"Dar Solutions Ltd.","Services Professionnels","Legal Services","Dakhla","92 Bd Moulay Ismail, Dakhla, Morocco","Entreprise du secteur Legal Services basée à Dakhla.","","","false","none","Legal Services,Dakhla"
"Al Atlas Park Transport","Services Professionnels","Engineering","Khemisset","11 Bd Mohammed V, Khemisset, Morocco","Entreprise du secteur Engineering basée à Khemisset.","","","false","none","Engineering,Khemisset"
"Ibn Plus Ifrane Solutions","Banque & Finance","Accounting & Audit","Ifrane","61 Av Mohammed VI, Ifrane, Morocco","Entreprise du secteur Accounting & Audit basée à Ifrane.","","","false","none","Accounting & Audit,Ifrane"
"Groupe Casaworks Plus SARL AU","Banque & Finance","Accounting & Audit","Settat","86 Av Fal Ould Oumeir, Settat, Morocco","Entreprise du secteur Accounting & Audit basée à Settat.","","","false","none","Accounting & Audit,Settat"
"Dar Conseil La�youne","Services Professionnels","Engineering","La�youne","14 Rue Moulay Youssef, La�youne, Morocco","Entreprise du secteur Engineering basée à La�youne.","","","false","none","Engineering,La�youne"
"Al Moutamayyiz IT Conseil","Technologie & IT","IT & Software","Salé","154 Av Al Qods, Salé, Morocco","Entreprise du secteur IT & Software basée à Salé.","","","false","none","IT & Software,Salé"
"Groupe Al Moutamayyiz One SARL AU","Industrie & Chimie","Printing & Packaging","Fès","152 Bd Mohammed V, Fès, Morocco","Entreprise du secteur Printing & Packaging basée à Fès.","","","false","none","Printing & Packaging,Fès"
"Maghreb Sécurité SAS","Technologie & IT","IT & Software","Agadir","65 Av Mohammed VI, Agadir, Morocco","Entreprise du secteur IT & Software basée à Agadir.","","","false","none","IT & Software,Agadir"
"Al Baraka Capital Groupe","Centres d'Appel & BPO","BPO / Call Center","Dakhla","64 Rue Ibn Sina, Dakhla, Morocco","Entreprise du secteur BPO / Call Center basée à Dakhla.","","","false","none","BPO / Call Center,Dakhla"
"Dar Engineering Salé","Services Professionnels","Security Services","Salé","117 Bd Mohammed V, Salé, Morocco","Entreprise du secteur Security Services basée à Salé.","","","false","none","Security Services,Salé"
"Vertex Import/Export Sécurité","Distribution & Commerce","Import/Export","Khemisset","159 Av Mohammed VI, Khemisset, Morocco","Entreprise du secteur Import/Export basée à Khemisset.","","","false","none","Import/Export,Khemisset"
"Omega Market Kenitra","Immobilier & Construction","Real Estate","Kenitra","47 Bd Zerktouni, Kenitra, Morocco","Entreprise du secteur Real Estate basée à Kenitra.","","","false","none","Real Estate,Kenitra"
"Al Massar Digital SA","Industrie & Chimie","Textiles","El Jadida","152 Av Fal Ould Oumeir, El Jadida, Morocco","Entreprise du secteur Textiles basée à El Jadida.","","","false","none","Textiles,El Jadida"
"Marrakech Media Oujda Services","Banque & Finance","Accounting & Audit","Oujda","157 Rue Ibn Sina, Oujda, Morocco","Entreprise du secteur Accounting & Audit basée à Oujda.","","","false","none","Accounting & Audit,Oujda"
"Global Logistique Tanger","Banque & Finance","Insurance","Tanger","167 Rue Ibn Sina, Tanger, Morocco","Entreprise du secteur Insurance basée à Tanger.","","","false","none","Insurance,Tanger"
"Groupe Groupe Media SA","Banque & Finance","Insurance","El Jadida","18 Bd Abdelmoumen, El Jadida, Morocco","Entreprise du secteur Insurance basée à El Jadida.","","","false","none","Insurance,El Jadida"
"Omega Logistique Marrakech","Industrie & Chimie","Pharmaceuticals","Marrakech","163 Bd Moulay Ismail, Marrakech, Morocco","Entreprise du secteur Pharmaceuticals basée à Marrakech.","","","false","none","Pharmaceuticals,Marrakech"
"Ibn Trade Academy","Technologie & IT","Telecom","Kenitra","36 Bd Abdelmoumen, Kenitra, Morocco","Entreprise du secteur Telecom basée à Kenitra.","","","false","none","Telecom,Kenitra"
"Al Kheir Retail School","Distribution & Commerce","Retail","Khemisset","186 Bd Anfa, Khemisset, Morocco","Entreprise du secteur Retail basée à Khemisset.","","","false","none","Retail,Khemisset"
"Dar Al Plus Consulting","Industrie & Chimie","Mining","Salé","166 Bd Moulay Ismail, Salé, Morocco","Entreprise du secteur Mining basée à Salé.","","","false","none","Mining,Salé"
"Groupe Omega Innov Co.","Transport & Logistique","Logistics & Transport","Larache","1 Av Fal Ould Oumeir, Larache, Morocco","Entreprise du secteur Logistics & Transport basée à Larache.","","","false","none","Logistics & Transport,Larache"
"Maroc Maintenance Services Print","Services Professionnels","Maintenance Services","Casablanca","174 Av Mohammed VI, Casablanca, Morocco","Entreprise du secteur Maintenance Services basée à Casablanca.","","","false","none","Maintenance Services,Casablanca"
"Alpha Packaging SA","Technologie & IT","Telecom","La�youne","142 Av Al Qods, La�youne, Morocco","Entreprise du secteur Telecom basée à La�youne.","","","false","none","Telecom,La�youne"
"Union Fusion La�youne Consulting","Énergie & Environnement","Energy","La�youne","62 Rue Ibn Sina, La�youne, Morocco","Entreprise du secteur Energy basée à La�youne.","","","false","none","Energy,La�youne"
"Dynamiq Royal Berkane Industries","Hôtels & Hébergement","Hospitality","Berkane","32 Rue Moulay Youssef, Berkane, Morocco","Entreprise du secteur Hospitality basée à Berkane.","","","false","none","Hospitality,Berkane"
"Dar Al Industry Marrakech","Banque & Finance","Insurance","Marrakech","189 Bd Abdelmoumen, Marrakech, Morocco","Entreprise du secteur Insurance basée à Marrakech.","","","false","none","Insurance,Marrakech"
"Casaworks One Rabat Market","Distribution & Commerce","Retail","Rabat","30 Av Fal Ould Oumeir, Rabat, Morocco","Entreprise du secteur Retail basée à Rabat.","","","false","none","Retail,Rabat"
"Global Marina Taza Pharma","Distribution & Commerce","Retail","Taza","142 Av Al Qods, Taza, Morocco","Entreprise du secteur Retail basée à Taza.","","","false","none","Retail,Taza"
"Alpha Sécurité Ltd.","Technologie & IT","IT & Software","Mohammedia","71 Bd Anfa, Mohammedia, Morocco","Entreprise du secteur IT & Software basée à Mohammedia.","","","false","none","IT & Software,Mohammedia"
"Orient Park Industries","Distribution & Commerce","Import/Export","El Jadida","80 Bd Anfa, El Jadida, Morocco","Entreprise du secteur Import/Export basée à El Jadida.","","","false","none","Import/Export,El Jadida"
"Elite Security Services Academy","Services Professionnels","Security Services","Khouribga","132 Rue Ibn Sina, Khouribga, Morocco","Entreprise du secteur Security Services basée à Khouribga.","","","false","none","Security Services,Khouribga"
"Groupe Premium Care SARL AU","Industrie & Chimie","Pharmaceuticals","Agadir","161 Bd Mohammed V, Agadir, Morocco","Entreprise du secteur Pharmaceuticals basée à Agadir.","","","false","none","Pharmaceuticals,Agadir"
"Nour Express Guelmim Academy","Services Professionnels","Consulting","Guelmim","98 Av Fal Ould Oumeir, Guelmim, Morocco","Entreprise du secteur Consulting basée à Guelmim.","","","false","none","Consulting,Guelmim"
"Atlas Trading Berkane","Industrie & Chimie","Automotive","Berkane","103 Av Hassan II, Berkane, Morocco","Entreprise du secteur Automotive basée à Berkane.","","","false","none","Automotive,Berkane"
"Al Maghrib Banking Consulting","Banque & Finance","Banking","Oujda","147 Av Al Qods, Oujda, Morocco","Entreprise du secteur Banking basée à Oujda.","","","false","none","Banking,Oujda"
