"name","category","subcategory","city","location","description","phone","website","is_premium","tier","tags"
"Fes Industries Ksar El Kebir","Services Professionnels","Consulting","Ksar El Kebir","56 Av Mohammed VI, Ksar El Kebir, Morocco","Entreprise du secteur Consulting basée à Ksar El Kebir.","","","false","none","Consulting,Ksar El Kebir"
"Orient Impact Taza Centre","Centres d'Appel & BPO","BPO / Call Center","Taza","179 Av Al Qods, Taza, Morocco","Entreprise du secteur BPO / Call Center basée à Taza.","","","false","none","BPO / Call Center,Taza"
"Rabat Store Nador","Industrie & Chimie","Mining","Nador","44 Bd Anfa, Nador, Morocco","Entreprise du secteur Mining basée à Nador.","","","false","none","Mining,Nador"
"Dar One Market","Services Professionnels","Legal Services","Errachidia","47 Rue Ibn Sina, Errachidia, Morocco","Entreprise du secteur Legal Services basée à Errachidia.","","","false","none","Legal Services,Errachidia"
"Maghreb Care Tétouan Partners","Banque & Finance","Banking","Tétouan","37 Bd Mohammed V, Tétouan, Morocco","Entreprise du secteur Banking basée à Tétouan.","","","false","none","Banking,Tétouan"
"Casa Cleaning Services Partners","Services Professionnels","Cleaning Services","Ksar El Kebir","30 Av Fal Ould Oumeir, Ksar El Kebir, Morocco","Entreprise du secteur Cleaning Services basée à Ksar El Kebir.","","","false","none","Cleaning Services,Ksar El Kebir"
"Andalous Plus Université Privée","Santé & Bien-être","Healthcare","Tétouan","173 Av Mohammed VI, Tétouan, Morocco","Entreprise du secteur Healthcare basée à Tétouan.","","","false","none","Healthcare,Tétouan"
"Groupe Orient Prestige SAS","Services Professionnels","Maintenance Services","Safi","169 Rue Moulay Youssef, Safi, Morocco","Entreprise du secteur Maintenance Services basée à Safi.","","","false","none","Maintenance Services,Safi"
"Al Waha Tech Université Privée","Distribution & Commerce","Food & Beverage","Salé","36 Bd Anfa, Salé, Morocco","Entreprise du secteur Food & Beverage basée à Salé.","","","false","none","Food & Beverage,Salé"
"Dar Park Resort","Centres d'Appel & BPO","BPO / Call Center","Oujda","44 Av Fal Ould Oumeir, Oujda, Morocco","Entreprise du secteur BPO / Call Center basée à Oujda.","","","false","none","BPO / Call Center,Oujda"
"Groupe Al Amal Nova Ltd.","Distribution & Commerce","Retail","Errachidia","156 Av Fal Ould Oumeir, Errachidia, Morocco","Entreprise du secteur Retail basée à Errachidia.","","","false","none","Retail,Errachidia"
"Alpha Labs Ltd.","Services Professionnels","Security Services","Khemisset","68 Bd Anfa, Khemisset, Morocco","Entreprise du secteur Security Services basée à Khemisset.","","","false","none","Security Services,Khemisset"
"Al Agriculture Print","Industrie & Chimie","Agriculture","Fès","33 Bd Anfa, Fès, Morocco","Entreprise du secteur Agriculture basée à Fès.","","","false","none","Agriculture,Fès"
"Premium Consulting Kenitra","Services Professionnels","Security Services","Kenitra","185 Av Al Qods, Kenitra, Morocco","Entreprise du secteur Security Services basée à Kenitra.","","","false","none","Security Services,Kenitra"
"Al Nour Royal Ouarzazate Distribution","Banque & Finance","Accounting & Audit","Ouarzazate","37 Av Mohammed VI, Ouarzazate, Morocco","Entreprise du secteur Accounting & Audit basée à Ouarzazate.","","","false","none","Accounting & Audit,Ouarzazate"
"Rif Trading Ltd.","Services Professionnels","Engineering","Tanger","146 Bd Moulay Ismail, Tanger, Morocco","Entreprise du secteur Engineering basée à Tanger.","","","false","none","Engineering,Tanger"
"Groupe Al Wifaq Care Ltd.","Banque & Finance","Insurance","Tanger","132 Bd Zerktouni, Tanger, Morocco","Entreprise du secteur Insurance basée à Tanger.","","","false","none","Insurance,Tanger"
"Dynamiq Sud Conseil","Industrie & Chimie","Pharmaceuticals","Ksar El Kebir","41 Bd Moulay Ismail, Ksar El Kebir, Morocco","Entreprise du secteur Pharmaceuticals basée à Ksar El Kebir.","","","false","none","Pharmaceuticals,Ksar El Kebir"
"Casa Innov Resort","Services Professionnels","Maintenance Services","Kenitra","110 Bd Anfa, Kenitra, Morocco","Entreprise du secteur Maintenance Services basée à Kenitra.","","","false","none","Maintenance Services,Kenitra"
"Al Baraka Groupe SA","Centres d'Appel & BPO","BPO / Call Center","Marrakech","46 Bd Abdelmoumen, Marrakech, Morocco","Entreprise du secteur BPO / Call Center basée à Marrakech.","","","false","none","BPO / Call Center,Marrakech"
"Al Moutamayyiz Express Khouribga Industries","Services Professionnels","Legal Services","Khouribga","55 Bd Zerktouni, Khouribga, Morocco","Entreprise du secteur Legal Services basée à Khouribga.","","","false","none","Legal Services,Khouribga"
"Groupe Al Manar Innov SA","Transport & Logistique","Logistics & Transport","Errachidia","139 Rue Moulay Youssef, Errachidia, Morocco","Entreprise du secteur Logistics & Transport basée à Errachidia.","","","false","none","Logistics & Transport,Errachidia"
"Nour Energy Resort","Énergie & Environnement","Energy","Salé","62 Av Mohammed VI, Salé, Morocco","Entreprise du secteur Energy basée à Salé.","","","false","none","Energy,Salé"
"Al Atlas Connect Nador Hospital","Éducation & Formation","Education","Nador","30 Bd Mohammed V, Nador, Morocco","Entreprise du secteur Education basée à Nador.","","","false","none","Education,Nador"
"Horizon Technologies Nador","Hôtels & Hébergement","Hospitality","Nador","47 Bd Zerktouni, Nador, Morocco","Entreprise du secteur Hospitality basée à Nador.","","","false","none","Hospitality,Nador"
"Sahara School SARL","Services Professionnels","Legal Services","Casablanca","38 Bd Mohammed V, Casablanca, Morocco","Entreprise du secteur Legal Services basée à Casablanca.","","","false","none","Legal Services,Casablanca"
"Groupe Al Atlas Capital SARL","Technologie & IT","IT & Software","Larache","91 Bd Zerktouni, Larache, Morocco","Entreprise du secteur IT & Software basée à Larache.","","","false","none","IT & Software,Larache"
"Groupe Al Waha Prestige SARL AU","Distribution & Commerce","Import/Export","Errachidia","99 Bd Anfa, Errachidia, Morocco","Entreprise du secteur Import/Export basée à Errachidia.","","","false","none","Import/Export,Errachidia"
"Groupe Tanger Innov Co.","Distribution & Commerce","Retail","Dakhla","44 Bd Zerktouni, Dakhla, Morocco","Entreprise du secteur Retail basée à Dakhla.","","","false","none","Retail,Dakhla"
"Al Atlas Maintenance Settat","Transport & Logistique","Logistics & Transport","Settat","45 Bd Moulay Ismail, Settat, Morocco","Entreprise du secteur Logistics & Transport basée à Settat.","","","false","none","Logistics & Transport,Settat"
"Nova Construction Casablanca","Banque & Finance","Insurance","Casablanca","139 Av Mohammed VI, Casablanca, Morocco","Entreprise du secteur Insurance basée à Casablanca.","","","false","none","Insurance,Casablanca"
"Sahara Eco Store","Immobilier & Construction","Real Estate","Meknès","53 Av Hassan II, Meknès, Morocco","Entreprise du secteur Real Estate basée à Meknès.","","","false","none","Real Estate,Meknès"
"Casa Engineering SA","Technologie & IT","Telecom","Safi","155 Bd Abdelmoumen, Safi, Morocco","Entreprise du secteur Telecom basée à Safi.","","","false","none","Telecom,Safi"
"Al Wifaq Transport Ouarzazate","Distribution & Commerce","Food & Beverage","Ouarzazate","116 Av Al Qods, Ouarzazate, Morocco","Entreprise du secteur Food & Beverage basée à Ouarzazate.","","","false","none","Food & Beverage,Ouarzazate"
"Rabat Distribution SA","Santé & Bien-être","Healthcare","El Jadida","59 Bd Moulay Ismail, El Jadida, Morocco","Entreprise du secteur Healthcare basée à El Jadida.","","","false","none","Healthcare,El Jadida"
"Nova Engineering Immobilier","Services Professionnels","Engineering","Khouribga","21 Bd Zerktouni, Khouribga, Morocco","Entreprise du secteur Engineering basée à Khouribga.","","","false","none","Engineering,Khouribga"
"Tanger Retail Consulting","Distribution & Commerce","Retail","Temara","171 Av Mohammed VI, Temara, Morocco","Entreprise du secteur Retail basée à Temara.","","","false","none","Retail,Temara"
"Fes Impact Agadir Solutions","Banque & Finance","Banking","Agadir","111 Av Hassan II, Agadir, Morocco","Entreprise du secteur Banking basée à Agadir.","","","false","none","Banking,Agadir"
"Al Manar Tech Resort","Immobilier & Construction","Real Estate","Ksar El Kebir","48 Av Fal Ould Oumeir, Ksar El Kebir, Morocco","Entreprise du secteur Real Estate basée à Ksar El Kebir.","","","false","none","Real Estate,Ksar El Kebir"
"Premium Logistics Holding","Transport & Logistique","Logistics & Transport","Ifrane","166 Bd Anfa, Ifrane, Morocco","Entreprise du secteur Logistics & Transport basée à Ifrane.","","","false","none","Logistics & Transport,Ifrane"
"Global Plus Immobilier","Technologie & IT","Telecom","Salé","10 Av Hassan II, Salé, Morocco","Entreprise du secteur Telecom basée à Salé.","","","false","none","Telecom,Salé"
"Groupe Al Ibtikar Media Ltd.","Services Professionnels","Cleaning Services","Nador","171 Rue Moulay Youssef, Nador, Morocco","Entreprise du secteur Cleaning Services basée à Nador.","","","false","none","Cleaning Services,Nador"
"Dar Al Telecom Holding","Technologie & IT","Telecom","Safi","160 Av Al Qods, Safi, Morocco","Entreprise du secteur Telecom basée à Safi.","","","false","none","Telecom,Safi"
"Al Bahja Systems SARL AU","Industrie & Chimie","Manufacturing","Larache","3 Av Fal Ould Oumeir, Larache, Morocco","Entreprise du secteur Manufacturing basée à Larache.","","","false","none","Manufacturing,Larache"
"Alpha Marina Centre","Banque & Finance","Banking","Salé","197 Rue Ibn Sina, Salé, Morocco","Entreprise du secteur Banking basée à Salé.","","","false","none","Banking,Salé"
"Sahara Textiles Maintenance","Industrie & Chimie","Textiles","Rabat","79 Av Al Qods, Rabat, Morocco","Entreprise du secteur Textiles basée à Rabat.","","","false","none","Textiles,Rabat"
"Vertex Marketing School","Services Professionnels","Marketing & Advertising","Dakhla","193 Av Fal Ould Oumeir, Dakhla, Morocco","Entreprise du secteur Marketing & Advertising basée à Dakhla.","","","false","none","Marketing & Advertising,Dakhla"
"Groupe Alpha Green SA","Éducation & Formation","Education","Tétouan","195 Rue Ibn Sina, Tétouan, Morocco","Entreprise du secteur Education basée à Tétouan.","","","false","none","Education,Tétouan"
"Groupe Al Nour Marina Ltd.","Industrie & Chimie","Pharmaceuticals","Taza","64 Bd Abdelmoumen, Taza, Morocco","Entreprise du secteur Pharmaceuticals basée à Taza.","","","false","none","Pharmaceuticals,Taza"
"Al Atlas Sécurité SARL AU","Technologie & IT","IT & Software","Fès","155 Rue Ibn Sina, Fès, Morocco","Entreprise du secteur IT & Software basée à Fès.","","","false","none","IT & Software,Fès"
"Marrakech Trade La�youne Packaging","Hôtels & Hébergement","Hospitality","La�youne","165 Bd Moulay Ismail, La�youne, Morocco","Entreprise du secteur Hospitality basée à La�youne.","","","false","none","Hospitality,La�youne"
"Global Agriculture Foods","Industrie & Chimie","Agriculture","Béni Mellal","125 Av Mohammed VI, Béni Mellal, Morocco","Entreprise du secteur Agriculture basée à Béni Mellal.","","","false","none","Agriculture,Béni Mellal"
"Groupe Al Ibtikar Nova SARL AU","Technologie & IT","IT & Software","Casablanca","180 Av Mohammed VI, Casablanca, Morocco","Entreprise du secteur IT & Software basée à Casablanca.","","","false","none","IT & Software,Casablanca"
"Agadir Marina Dakhla Partenaires","Distribution & Commerce","Food & Beverage","Dakhla","158 Rue Ibn Sina, Dakhla, Morocco","Entreprise du secteur Food & Beverage basée à Dakhla.","","","false","none","Food & Beverage,Dakhla"
"Maghreb Capital Errachidia Immobilier","Industrie & Chimie","Agriculture","Errachidia","94 Av Al Qods, Errachidia, Morocco","Entreprise du secteur Agriculture basée à Errachidia.","","","false","none","Agriculture,Errachidia"
"Casa Pharma Rabat","Industrie & Chimie","Agriculture","Rabat","136 Bd Moulay Ismail, Rabat, Morocco","Entreprise du secteur Agriculture basée à Rabat.","","","false","none","Agriculture,Rabat"
"Omega Smart Taza Ingénierie","Énergie & Environnement","Energy","Taza","123 Bd Abdelmoumen, Taza, Morocco","Entreprise du secteur Energy basée à Taza.","","","false","none","Energy,Taza"
"Groupe Direct Groupe","Éducation & Formation","Education","Temara","194 Bd Mohammed V, Temara, Morocco","Entreprise du secteur Education basée à Temara.","","","false","none","Education,Temara"
"Al Amal Centre Temara","Services Professionnels","Maintenance Services","Temara","155 Rue Ibn Sina, Temara, Morocco","Entreprise du secteur Maintenance Services basée à Temara.","","","false","none","Maintenance Services,Temara"
"Al Engineering La�youne","Industrie & Chimie","Automotive","La�youne","76 Bd Anfa, La�youne, Morocco","Entreprise du secteur Automotive basée à La�youne.","","","false","none","Automotive,La�youne"
"Al Baraka Energy Market","Énergie & Environnement","Energy","Ouarzazate","50 Bd Zerktouni, Ouarzazate, Morocco","Entreprise du secteur Energy basée à Ouarzazate.","","","false","none","Energy,Ouarzazate"
"Al Atlas One Market","Industrie & Chimie","Manufacturing","Oujda","162 Av Mohammed VI, Oujda, Morocco","Entreprise du secteur Manufacturing basée à Oujda.","","","false","none","Manufacturing,Oujda"
"Groupe School Ouarzazate","Immobilier & Construction","Construction","Ouarzazate","166 Av Hassan II, Ouarzazate, Morocco","Entreprise du secteur Construction basée à Ouarzazate.","","","false","none","Construction,Ouarzazate"
"Al Kheir Ingénierie SAS","Distribution & Commerce","E-commerce","Nador","104 Bd Moulay Ismail, Nador, Morocco","Entreprise du secteur E-commerce basée à Nador.","","","false","none","E-commerce,Nador"
"Groupe Omega Trade Ltd.","Santé & Bien-être","Healthcare","Agadir","11 Av Hassan II, Agadir, Morocco","Entreprise du secteur Healthcare basée à Agadir.","","","false","none","Healthcare,Agadir"
"Rif Centre School","Éducation & Formation","Education","Guelmim","165 Bd Mohammed V, Guelmim, Morocco","Entreprise du secteur Education basée à Guelmim.","","","false","none","Education,Guelmim"
"Atlas Engineering Centre","Services Professionnels","Engineering","Béni Mellal","96 Bd Mohammed V, Béni Mellal, Morocco","Entreprise du secteur Engineering basée à Béni Mellal.","","","false","none","Engineering,Béni Mellal"
"Andalous IT Partenaires","Technologie & IT","IT & Software","Taza","73 Bd Abdelmoumen, Taza, Morocco","Entreprise du secteur IT & Software basée à Taza.","","","false","none","IT & Software,Taza"
"Marrakech Systems Casablanca","Services Professionnels","Cleaning Services","Casablanca","112 Av Hassan II, Casablanca, Morocco","Entreprise du secteur Cleaning Services basée à Casablanca.","","","false","none","Cleaning Services,Casablanca"
"Casa Green Université Privée","Services Professionnels","Consulting","Settat","43 Rue Ibn Sina, Settat, Morocco","Entreprise du secteur Consulting basée à Settat.","","","false","none","Consulting,Settat"
"Groupe Al Ibtikar Marina Co.","Industrie & Chimie","Manufacturing","Tétouan","177 Bd Anfa, Tétouan, Morocco","Entreprise du secteur Manufacturing basée à Tétouan.","","","false","none","Manufacturing,Tétouan"
"Nour Innov Groupe","Distribution & Commerce","E-commerce","Errachidia","46 Bd Mohammed V, Errachidia, Morocco","Entreprise du secteur E-commerce basée à Errachidia.","","","false","none","E-commerce,Errachidia"
"Al Fath Store Larache","Santé & Bien-être","Healthcare","Larache","51 Av Hassan II, Larache, Morocco","Entreprise du secteur Healthcare basée à Larache.","","","false","none","Healthcare,Larache"
"Maghreb Capital Agadir School","Éducation & Formation","Education","Agadir","40 Rue Al Massira, Agadir, Morocco","Entreprise du secteur Education basée à Agadir.","","","false","none","Education,Agadir"
"Vertex Transport Kenitra","Centres d'Appel & BPO","BPO / Call Center","Kenitra","135 Bd Abdelmoumen, Kenitra, Morocco","Entreprise du secteur BPO / Call Center basée à Kenitra.","","","false","none","BPO / Call Center,Kenitra"
"Groupe Al Amal One SA","Services Professionnels","Engineering","Guelmim","37 Av Al Qods, Guelmim, Morocco","Entreprise du secteur Engineering basée à Guelmim.","","","false","none","Engineering,Guelmim"
"Dar Al Nord Khemisset School","Services Professionnels","Security Services","Khemisset","11 Av Fal Ould Oumeir, Khemisset, Morocco","Entreprise du secteur Security Services basée à Khemisset.","","","false","none","Security Services,Khemisset"
"Al Nour Print Nador","Banque & Finance","Insurance","Nador","41 Av Hassan II, Nador, Morocco","Entreprise du secteur Insurance basée à Nador.","","","false","none","Insurance,Nador"
"Groupe Al Moutamayyiz Tech SA","Centres d'Appel & BPO","BPO / Call Center","Agadir","168 Rue Al Massira, Agadir, Morocco","Entreprise du secteur BPO / Call Center basée à Agadir.","","","false","none","BPO / Call Center,Agadir"
"Orient Engineering SARL AU","Industrie & Chimie","Printing & Packaging","La�youne","51 Bd Anfa, La�youne, Morocco","Entreprise du secteur Printing & Packaging basée à La�youne.","","","false","none","Printing & Packaging,La�youne"
"Al Hotel La�youne","Services Professionnels","Consulting","La�youne","16 Bd Anfa, La�youne, Morocco","Entreprise du secteur Consulting basée à La�youne.","","","false","none","Consulting,La�youne"
"Al Massar Nettoyage Tanger","Distribution & Commerce","Import/Export","Tanger","145 Bd Mohammed V, Tanger, Morocco","Entreprise du secteur Import/Export basée à Tanger.","","","false","none","Import/Export,Tanger"
"Amazigh Capital Rabat Sécurité","Industrie & Chimie","Mining","Rabat","160 Bd Anfa, Rabat, Morocco","Entreprise du secteur Mining basée à Rabat.","","","false","none","Mining,Rabat"
"Al Yassir Royal Distribution","Distribution & Commerce","Food & Beverage","Errachidia","189 Bd Anfa, Errachidia, Morocco","Entreprise du secteur Food & Beverage basée à Errachidia.","","","false","none","Food & Beverage,Errachidia"
"Marrakech City Nettoyage","Distribution & Commerce","Retail","Kenitra","82 Av Mohammed VI, Kenitra, Morocco","Entreprise du secteur Retail basée à Kenitra.","","","false","none","Retail,Kenitra"
"Groupe Ibn Impact SARL","Technologie & IT","Telecom","La�youne","188 Av Mohammed VI, La�youne, Morocco","Entreprise du secteur Telecom basée à La�youne.","","","false","none","Telecom,La�youne"
"Al Manar Fusion Mohammedia Groupe","Santé & Bien-être","Healthcare","Mohammedia","172 Rue Al Massira, Mohammedia, Morocco","Entreprise du secteur Healthcare basée à Mohammedia.","","","false","none","Healthcare,Mohammedia"
"Al Nour Care Salé Conseil","Distribution & Commerce","Food & Beverage","Salé","167 Rue Ibn Sina, Salé, Morocco","Entreprise du secteur Food & Beverage basée à Salé.","","","false","none","Food & Beverage,Salé"
"Al Amal City Tétouan Industry","Immobilier & Construction","Construction","Tétouan","75 Bd Abdelmoumen, Tétouan, Morocco","Entreprise du secteur Construction basée à Tétouan.","","","false","none","Construction,Tétouan"
"Dynamiq Print Dakhla","Industrie & Chimie","Manufacturing","Dakhla","21 Bd Zerktouni, Dakhla, Morocco","Entreprise du secteur Manufacturing basée à Dakhla.","","","false","none","Manufacturing,Dakhla"
"Marrakech Digital SARL","Éducation & Formation","Education","Casablanca","141 Bd Moulay Ismail, Casablanca, Morocco","Entreprise du secteur Education basée à Casablanca.","","","false","none","Education,Casablanca"
"Al Waha Plus Conseil","Industrie & Chimie","Mining","Ouarzazate","114 Bd Anfa, Ouarzazate, Morocco","Entreprise du secteur Mining basée à Ouarzazate.","","","false","none","Mining,Ouarzazate"
"Omega Resort SARL AU","Énergie & Environnement","Energy","Taza","39 Bd Zerktouni, Taza, Morocco","Entreprise du secteur Energy basée à Taza.","","","false","none","Energy,Taza"
"Al Atlas Pharma Settat","Services Professionnels","Maintenance Services","Settat","83 Av Fal Ould Oumeir, Settat, Morocco","Entreprise du secteur Maintenance Services basée à Settat.","","","false","none","Maintenance Services,Settat"
"Groupe Dynamiq Prestige Ltd.","Industrie & Chimie","Textiles","Tétouan","121 Av Mohammed VI, Tétouan, Morocco","Entreprise du secteur Textiles basée à Tétouan.","","","false","none","Textiles,Tétouan"
"Al Baraka Holding El Jadida","Banque & Finance","Banking","El Jadida","67 Bd Moulay Ismail, El Jadida, Morocco","Entreprise du secteur Banking basée à El Jadida.","","","false","none","Banking,El Jadida"
"Fes BPO / Call Center Services","Centres d'Appel & BPO","BPO / Call Center","Tanger","73 Av Al Qods, Tanger, Morocco","Entreprise du secteur BPO / Call Center basée à Tanger.","","","false","none","BPO / Call Center,Tanger"
"Agadir Impact Hotel","Services Professionnels","Consulting","Temara","112 Bd Zerktouni, Temara, Morocco","Entreprise du secteur Consulting basée à Temara.","","","false","none","Consulting,Temara"
"Amazigh Industry Temara","Services Professionnels","Cleaning Services","Temara","125 Bd Anfa, Temara, Morocco","Entreprise du secteur Cleaning Services basée à Temara.","","","false","none","Cleaning Services,Temara"
"Omega School Rabat","Services Professionnels","Maintenance Services","Rabat","118 Rue Ibn Sina, Rabat, Morocco","Entreprise du secteur Maintenance Services basée à Rabat.","","","false","none","Maintenance Services,Rabat"
"Orient Prime Ksar El Kebir Store","Technologie & IT","IT & Software","Ksar El Kebir","86 Rue Al Massira, Ksar El Kebir, Morocco","Entreprise du secteur IT & Software basée à Ksar El Kebir.","","","false","none","IT & Software,Ksar El Kebir"
"Premium Engineering Foods","Services Professionnels","Engineering","Ouarzazate","37 Rue Al Massira, Ouarzazate, Morocco","Entreprise du secteur Engineering basée à Ouarzazate.","","","false","none","Engineering,Ouarzazate"
"Dynamiq Prestige Dakhla Holding","Technologie & IT","IT & Software","Dakhla","105 Rue Al Massira, Dakhla, Morocco","Entreprise du secteur IT & Software basée à Dakhla.","","","false","none","IT & Software,Dakhla"
"Casa Prime Construction","Centres d'Appel & BPO","BPO / Call Center","Larache","135 Bd Abdelmoumen, Larache, Morocco","Entreprise du secteur BPO / Call Center basée à Larache.","","","false","none","BPO / Call Center,Larache"
"Marrakech Packaging Oujda","Services Professionnels","Cleaning Services","Oujda","80 Bd Moulay Ismail, Oujda, Morocco","Entreprise du secteur Cleaning Services basée à Oujda.","","","false","none","Cleaning Services,Oujda"
"Rif Energy Centre","Énergie & Environnement","Energy","Safi","195 Av Mohammed VI, Safi, Morocco","Entreprise du secteur Energy basée à Safi.","","","false","none","Energy,Safi"
"Groupe Omega Sud Ltd.","Services Professionnels","Engineering","Agadir","140 Rue Al Massira, Agadir, Morocco","Entreprise du secteur Engineering basée à Agadir.","","","false","none","Engineering,Agadir"
"Al Fath Impact Hotel","Transport & Logistique","Logistics & Transport","Settat","197 Av Al Qods, Settat, Morocco","Entreprise du secteur Logistics & Transport basée à Settat.","","","false","none","Logistics & Transport,Settat"
"Groupe Al Yassir Park SAS","Distribution & Commerce","E-commerce","Fès","178 Av Fal Ould Oumeir, Fès, Morocco","Entreprise du secteur E-commerce basée à Fès.","","","false","none","E-commerce,Fès"
"Dar Al Industry SARL AU","Centres d'Appel & BPO","BPO / Call Center","Berkane","10 Bd Abdelmoumen, Berkane, Morocco","Entreprise du secteur BPO / Call Center basée à Berkane.","","","false","none","BPO / Call Center,Berkane"
"Sahara School Casablanca","Banque & Finance","Banking","Casablanca","159 Bd Zerktouni, Casablanca, Morocco","Entreprise du secteur Banking basée à Casablanca.","","","false","none","Banking,Casablanca"
"Al Manar Smart Marrakech Trading","Transport & Logistique","Logistics & Transport","Marrakech","191 Av Hassan II, Marrakech, Morocco","Entreprise du secteur Logistics & Transport basée à Marrakech.","","","false","none","Logistics & Transport,Marrakech"
