"name","category","subcategory","city","location","description","phone","website","is_premium","tier","tags"
"Rif School SAS","Industrie & Chimie","Manufacturing","Larache","147 Rue Ibn Sina, Larache, Morocco","Entreprise du secteur Manufacturing basée à Larache.","","","false","none","Manufacturing,Larache"
"Al Amal Smart Khouribga Université Privée","Industrie & Chimie","Pharmaceuticals","Khouribga","46 Bd Zerktouni, Khouribga, Morocco","Entreprise du secteur Pharmaceuticals basée à Khouribga.","","","false","none","Pharmaceuticals,Khouribga"
"Fes Nova Logistique","Services Professionnels","Maintenance Services","Guelmim","8 Av Hassan II, Guelmim, Morocco","Entreprise du secteur Maintenance Services basée à Guelmim.","","","false","none","Maintenance Services,Guelmim"
"Al Amal Healthcare Academy","Santé & Bien-être","Healthcare","Ksar El Kebir","115 Rue Moulay Youssef, Ksar El Kebir, Morocco","Entreprise du secteur Healthcare basée à Ksar El Kebir.","","","false","none","Healthcare,Ksar El Kebir"
"Al Nour Construction Co.","Immobilier & Construction","Construction","Dakhla","192 Bd Mohammed V, Dakhla, Morocco","Entreprise du secteur Construction basée à Dakhla.","","","false","none","Construction,Dakhla"
"Vertex Technologies SA","Industrie & Chimie","Pharmaceuticals","Taza","65 Bd Abdelmoumen, Taza, Morocco","Entreprise du secteur Pharmaceuticals basée à Taza.","","","false","none","Pharmaceuticals,Taza"
"Agadir Centre Salé","Banque & Finance","Insurance","Salé","50 Bd Moulay Ismail, Salé, Morocco","Entreprise du secteur Insurance basée à Salé.","","","false","none","Insurance,Salé"
"Vertex Fusion Hotel","Services Professionnels","Maintenance Services","Dakhla","136 Bd Anfa, Dakhla, Morocco","Entreprise du secteur Maintenance Services basée à Dakhla.","","","false","none","Maintenance Services,Dakhla"
"Maroc Pro Settat Conseil","Technologie & IT","IT & Software","Settat","148 Av Al Qods, Settat, Morocco","Entreprise du secteur IT & Software basée à Settat.","","","false","none","IT & Software,Settat"
"Marrakech Industries SA","Hôtels & Hébergement","Hospitality","Fès","139 Rue Moulay Youssef, Fès, Morocco","Entreprise du secteur Hospitality basée à Fès.","","","false","none","Hospitality,Fès"
"Al Fath Market Meknès","Immobilier & Construction","Real Estate","Meknès","138 Bd Anfa, Meknès, Morocco","Entreprise du secteur Real Estate basée à Meknès.","","","false","none","Real Estate,Meknès"
"Elite Plus Transport","Immobilier & Construction","Construction","Ksar El Kebir","35 Bd Anfa, Ksar El Kebir, Morocco","Entreprise du secteur Construction basée à Ksar El Kebir.","","","false","none","Construction,Ksar El Kebir"
"Al Digital Casablanca","Services Professionnels","Cleaning Services","Casablanca","131 Bd Abdelmoumen, Casablanca, Morocco","Entreprise du secteur Cleaning Services basée à Casablanca.","","","false","none","Cleaning Services,Casablanca"
"Groupe Maghreb Pro SA","Services Professionnels","Cleaning Services","Agadir","54 Bd Zerktouni, Agadir, Morocco","Entreprise du secteur Cleaning Services basée à Agadir.","","","false","none","Cleaning Services,Agadir"
"Marocain Express Packaging","Distribution & Commerce","E-commerce","Errachidia","10 Av Fal Ould Oumeir, Errachidia, Morocco","Entreprise du secteur E-commerce basée à Errachidia.","","","false","none","E-commerce,Errachidia"
"Atlas Avenir Solutions","Industrie & Chimie","Pharmaceuticals","Ifrane","105 Bd Mohammed V, Ifrane, Morocco","Entreprise du secteur Pharmaceuticals basée à Ifrane.","","","false","none","Pharmaceuticals,Ifrane"
"Groupe Agadir Smart SARL AU","Industrie & Chimie","Automotive","La�youne","122 Bd Anfa, La�youne, Morocco","Entreprise du secteur Automotive basée à La�youne.","","","false","none","Automotive,La�youne"
"Groupe Solutions Ltd.","Services Professionnels","Consulting","Temara","64 Av Al Qods, Temara, Morocco","Entreprise du secteur Consulting basée à Temara.","","","false","none","Consulting,Temara"
"Casaworks Smart Khouribga Solutions","Services Professionnels","Marketing & Advertising","Khouribga","33 Av Mohammed VI, Khouribga, Morocco","Entreprise du secteur Marketing & Advertising basée à Khouribga.","","","false","none","Marketing & Advertising,Khouribga"
"Fes Trade Market","Distribution & Commerce","Import/Export","Rabat","68 Bd Anfa, Rabat, Morocco","Entreprise du secteur Import/Export basée à Rabat.","","","false","none","Import/Export,Rabat"
"Al Massar Real Estate Immobilier","Immobilier & Construction","Real Estate","Guelmim","87 Av Hassan II, Guelmim, Morocco","Entreprise du secteur Real Estate basée à Guelmim.","","","false","none","Real Estate,Guelmim"
"Groupe Union Express SAS","Santé & Bien-être","Healthcare","Taza","60 Rue Al Massira, Taza, Morocco","Entreprise du secteur Healthcare basée à Taza.","","","false","none","Healthcare,Taza"
"Maroc School Settat","Distribution & Commerce","E-commerce","Settat","74 Rue Moulay Youssef, Settat, Morocco","Entreprise du secteur E-commerce basée à Settat.","","","false","none","E-commerce,Settat"
"Maghreb Innov Holding","Industrie & Chimie","Automotive","Khemisset","189 Bd Moulay Ismail, Khemisset, Morocco","Entreprise du secteur Automotive basée à Khemisset.","","","false","none","Automotive,Khemisset"
"Elite Transport Oujda","Services Professionnels","Security Services","Oujda","135 Rue Al Massira, Oujda, Morocco","Entreprise du secteur Security Services basée à Oujda.","","","false","none","Security Services,Oujda"
"Al Tech Rabat Technologies","Centres d'Appel & BPO","BPO / Call Center","Rabat","152 Rue Ibn Sina, Rabat, Morocco","Entreprise du secteur BPO / Call Center basée à Rabat.","","","false","none","BPO / Call Center,Rabat"
"Al Atlas Smart Partenaires","Services Professionnels","Marketing & Advertising","Nador","120 Rue Al Massira, Nador, Morocco","Entreprise du secteur Marketing & Advertising basée à Nador.","","","false","none","Marketing & Advertising,Nador"
"Al Maghrib Consulting Taza","Technologie & IT","Telecom","Taza","145 Bd Mohammed V, Taza, Morocco","Entreprise du secteur Telecom basée à Taza.","","","false","none","Telecom,Taza"
"Elite Systems SARL AU","Hôtels & Hébergement","Hospitality","Ksar El Kebir","158 Av Fal Ould Oumeir, Ksar El Kebir, Morocco","Entreprise du secteur Hospitality basée à Ksar El Kebir.","","","false","none","Hospitality,Ksar El Kebir"
"Agadir Connect Engineering","Éducation & Formation","Education","Temara","26 Bd Moulay Ismail, Temara, Morocco","Entreprise du secteur Education basée à Temara.","","","false","none","Education,Temara"
"Al Amal Engineering Guelmim","Éducation & Formation","Education","Guelmim","54 Av Mohammed VI, Guelmim, Morocco","Entreprise du secteur Education basée à Guelmim.","","","false","none","Education,Guelmim"
"Groupe Al Baraka Media Co.","Distribution & Commerce","Food & Beverage","Mohammedia","150 Rue Ibn Sina, Mohammedia, Morocco","Entreprise du secteur Food & Beverage basée à Mohammedia.","","","false","none","Food & Beverage,Mohammedia"
"Al Nour Sécurité SA","Services Professionnels","Engineering","Marrakech","88 Bd Anfa, Marrakech, Morocco","Entreprise du secteur Engineering basée à Marrakech.","","","false","none","Engineering,Marrakech"
"Groupe Groupe Smart SARL","Éducation & Formation","Education","Tétouan","54 Av Al Qods, Tétouan, Morocco","Entreprise du secteur Education basée à Tétouan.","","","false","none","Education,Tétouan"
"Al Bahja Legal Services Clinic","Services Professionnels","Legal Services","Ksar El Kebir","47 Av Hassan II, Ksar El Kebir, Morocco","Entreprise du secteur Legal Services basée à Ksar El Kebir.","","","false","none","Legal Services,Ksar El Kebir"
"Al Massar Services Settat","Banque & Finance","Insurance","Settat","198 Bd Mohammed V, Settat, Morocco","Entreprise du secteur Insurance basée à Settat.","","","false","none","Insurance,Settat"
"Amazigh Capital Resort","Distribution & Commerce","Food & Beverage","Nador","46 Av Mohammed VI, Nador, Morocco","Entreprise du secteur Food & Beverage basée à Nador.","","","false","none","Food & Beverage,Nador"
"Al Yassir Textiles Transport","Industrie & Chimie","Textiles","Temara","57 Bd Mohammed V, Temara, Morocco","Entreprise du secteur Textiles basée à Temara.","","","false","none","Textiles,Temara"
"Groupe Casaworks Pro SARL AU","Transport & Logistique","Logistics & Transport","Agadir","185 Av Fal Ould Oumeir, Agadir, Morocco","Entreprise du secteur Logistics & Transport basée à Agadir.","","","false","none","Logistics & Transport,Agadir"
"Al Fusion Transport","Industrie & Chimie","Mining","Oujda","45 Rue Moulay Youssef, Oujda, Morocco","Entreprise du secteur Mining basée à Oujda.","","","false","none","Mining,Oujda"
"Al Amal Tech Resort","Services Professionnels","Legal Services","Errachidia","67 Rue Al Massira, Errachidia, Morocco","Entreprise du secteur Legal Services basée à Errachidia.","","","false","none","Legal Services,Errachidia"
"Dar Innov Agadir Academy","Services Professionnels","Security Services","Agadir","58 Rue Moulay Youssef, Agadir, Morocco","Entreprise du secteur Security Services basée à Agadir.","","","false","none","Security Services,Agadir"
"Sahara Express Engineering","Centres d'Appel & BPO","BPO / Call Center","Tétouan","39 Av Fal Ould Oumeir, Tétouan, Morocco","Entreprise du secteur BPO / Call Center basée à Tétouan.","","","false","none","BPO / Call Center,Tétouan"
"Groupe Al Waha City SA","Technologie & IT","IT & Software","Settat","62 Av Al Qods, Settat, Morocco","Entreprise du secteur IT & Software basée à Settat.","","","false","none","IT & Software,Settat"
"Omega Maintenance Services Resort","Services Professionnels","Maintenance Services","Ifrane","130 Bd Abdelmoumen, Ifrane, Morocco","Entreprise du secteur Maintenance Services basée à Ifrane.","","","false","none","Maintenance Services,Ifrane"
"Al Fath Sud Dakhla Conseil","Banque & Finance","Banking","Dakhla","156 Av Hassan II, Dakhla, Morocco","Entreprise du secteur Banking basée à Dakhla.","","","false","none","Banking,Dakhla"
"Casa Services Dakhla","Industrie & Chimie","Pharmaceuticals","Dakhla","108 Bd Anfa, Dakhla, Morocco","Entreprise du secteur Pharmaceuticals basée à Dakhla.","","","false","none","Pharmaceuticals,Dakhla"
"Al Ibtikar City Ouarzazate Digital","Industrie & Chimie","Automotive","Ouarzazate","160 Bd Abdelmoumen, Ouarzazate, Morocco","Entreprise du secteur Automotive basée à Ouarzazate.","","","false","none","Automotive,Ouarzazate"
"Ibn Nord Industries","Transport & Logistique","Logistics & Transport","Tétouan","12 Bd Zerktouni, Tétouan, Morocco","Entreprise du secteur Logistics & Transport basée à Tétouan.","","","false","none","Logistics & Transport,Tétouan"
"Groupe Al Manar Royal Co.","Distribution & Commerce","Retail","Ksar El Kebir","63 Av Mohammed VI, Ksar El Kebir, Morocco","Entreprise du secteur Retail basée à Ksar El Kebir.","","","false","none","Retail,Ksar El Kebir"
"Ibn Hospital SARL","Hôtels & Hébergement","Hospitality","Khemisset","191 Av Hassan II, Khemisset, Morocco","Entreprise du secteur Hospitality basée à Khemisset.","","","false","none","Hospitality,Khemisset"
"Al Wifaq Construction SAS","Santé & Bien-être","Healthcare","Oujda","118 Av Al Qods, Oujda, Morocco","Entreprise du secteur Healthcare basée à Oujda.","","","false","none","Healthcare,Oujda"
"Marocain Logistics Hotel","Transport & Logistique","Logistics & Transport","Meknès","191 Bd Anfa, Meknès, Morocco","Entreprise du secteur Logistics & Transport basée à Meknès.","","","false","none","Logistics & Transport,Meknès"
"Global Partners Tanger","Santé & Bien-être","Healthcare","Tanger","67 Av Al Qods, Tanger, Morocco","Entreprise du secteur Healthcare basée à Tanger.","","","false","none","Healthcare,Tanger"
"Dar Al Marina Immobilier","Éducation & Formation","Education","Béni Mellal","108 Rue Moulay Youssef, Béni Mellal, Morocco","Entreprise du secteur Education basée à Béni Mellal.","","","false","none","Education,Béni Mellal"
"Rif Express Ksar El Kebir Systems","Distribution & Commerce","Retail","Ksar El Kebir","82 Bd Abdelmoumen, Ksar El Kebir, Morocco","Entreprise du secteur Retail basée à Ksar El Kebir.","","","false","none","Retail,Ksar El Kebir"
"Casaworks Logistique Ltd.","Industrie & Chimie","Manufacturing","Tétouan","80 Bd Mohammed V, Tétouan, Morocco","Entreprise du secteur Manufacturing basée à Tétouan.","","","false","none","Manufacturing,Tétouan"
"Agadir Group Temara","Technologie & IT","Telecom","Temara","193 Bd Anfa, Temara, Morocco","Entreprise du secteur Telecom basée à Temara.","","","false","none","Telecom,Temara"
"Rabat Partners Kenitra","Services Professionnels","Legal Services","Kenitra","188 Rue Ibn Sina, Kenitra, Morocco","Entreprise du secteur Legal Services basée à Kenitra.","","","false","none","Legal Services,Kenitra"
"Al Amal Legal Services Logistique","Services Professionnels","Legal Services","Kenitra","7 Av Fal Ould Oumeir, Kenitra, Morocco","Entreprise du secteur Legal Services basée à Kenitra.","","","false","none","Legal Services,Kenitra"
"Casa One Errachidia Distribution","Distribution & Commerce","E-commerce","Errachidia","173 Bd Moulay Ismail, Errachidia, Morocco","Entreprise du secteur E-commerce basée à Errachidia.","","","false","none","E-commerce,Errachidia"
"Groupe Vertex One Co.","Immobilier & Construction","Construction","Salé","82 Rue Al Massira, Salé, Morocco","Entreprise du secteur Construction basée à Salé.","","","false","none","Construction,Salé"
"Al Ibtikar Impact Systems","Industrie & Chimie","Textiles","Tanger","130 Av Al Qods, Tanger, Morocco","Entreprise du secteur Textiles basée à Tanger.","","","false","none","Textiles,Tanger"
"Groupe Groupe Connect SAS","Industrie & Chimie","Manufacturing","Guelmim","33 Bd Zerktouni, Guelmim, Morocco","Entreprise du secteur Manufacturing basée à Guelmim.","","","false","none","Manufacturing,Guelmim"
"Atlas Nettoyage Guelmim","Technologie & IT","IT & Software","Guelmim","56 Av Mohammed VI, Guelmim, Morocco","Entreprise du secteur IT & Software basée à Guelmim.","","","false","none","IT & Software,Guelmim"
"Casaworks Mining Services","Industrie & Chimie","Mining","Agadir","104 Bd Zerktouni, Agadir, Morocco","Entreprise du secteur Mining basée à Agadir.","","","false","none","Mining,Agadir"
"Al Ibtikar Trade Khouribga Construction","Énergie & Environnement","Energy","Khouribga","141 Bd Moulay Ismail, Khouribga, Morocco","Entreprise du secteur Energy basée à Khouribga.","","","false","none","Energy,Khouribga"
"Maroc Connect Packaging","Industrie & Chimie","Automotive","Meknès","146 Bd Zerktouni, Meknès, Morocco","Entreprise du secteur Automotive basée à Meknès.","","","false","none","Automotive,Meknès"
"Al Amal Foods Ltd.","Centres d'Appel & BPO","BPO / Call Center","Agadir","15 Rue Ibn Sina, Agadir, Morocco","Entreprise du secteur BPO / Call Center basée à Agadir.","","","false","none","BPO / Call Center,Agadir"
"Groupe Elite Plus SARL AU","Services Professionnels","Security Services","El Jadida","110 Av Mohammed VI, El Jadida, Morocco","Entreprise du secteur Security Services basée à El Jadida.","","","false","none","Security Services,El Jadida"
"Orient Université Privée Mohammedia","Industrie & Chimie","Textiles","Mohammedia","13 Av Fal Ould Oumeir, Mohammedia, Morocco","Entreprise du secteur Textiles basée à Mohammedia.","","","false","none","Textiles,Mohammedia"
"Omega Industries Meknès","Distribution & Commerce","Retail","Meknès","177 Bd Zerktouni, Meknès, Morocco","Entreprise du secteur Retail basée à Meknès.","","","false","none","Retail,Meknès"
"Marrakech Eco School","Énergie & Environnement","Energy","Béni Mellal","191 Bd Moulay Ismail, Béni Mellal, Morocco","Entreprise du secteur Energy basée à Béni Mellal.","","","false","none","Energy,Béni Mellal"
"Al Ibtikar City Conseil","Distribution & Commerce","E-commerce","Guelmim","99 Rue Moulay Youssef, Guelmim, Morocco","Entreprise du secteur E-commerce basée à Guelmim.","","","false","none","E-commerce,Guelmim"
"Agadir Smart Partners","Technologie & IT","Telecom","Dakhla","184 Bd Zerktouni, Dakhla, Morocco","Entreprise du secteur Telecom basée à Dakhla.","","","false","none","Telecom,Dakhla"
"Sahara Media Ksar El Kebir Engineering","Services Professionnels","Maintenance Services","Ksar El Kebir","182 Rue Moulay Youssef, Ksar El Kebir, Morocco","Entreprise du secteur Maintenance Services basée à Ksar El Kebir.","","","false","none","Maintenance Services,Ksar El Kebir"
"Tanger Centre Salé Industries","Banque & Finance","Accounting & Audit","Salé","190 Rue Moulay Youssef, Salé, Morocco","Entreprise du secteur Accounting & Audit basée à Salé.","","","false","none","Accounting & Audit,Salé"
"Groupe Al Wifaq Park Co.","Industrie & Chimie","Mining","Errachidia","73 Rue Moulay Youssef, Errachidia, Morocco","Entreprise du secteur Mining basée à Errachidia.","","","false","none","Mining,Errachidia"
"Fes One El Jadida Conseil","Santé & Bien-être","Healthcare","El Jadida","147 Av Fal Ould Oumeir, El Jadida, Morocco","Entreprise du secteur Healthcare basée à El Jadida.","","","false","none","Healthcare,El Jadida"
"Al Massar Packaging SAS","Banque & Finance","Insurance","Marrakech","130 Rue Ibn Sina, Marrakech, Morocco","Entreprise du secteur Insurance basée à Marrakech.","","","false","none","Insurance,Marrakech"
"Al Import/Export Academy","Distribution & Commerce","Import/Export","Marrakech","179 Bd Moulay Ismail, Marrakech, Morocco","Entreprise du secteur Import/Export basée à Marrakech.","","","false","none","Import/Export,Marrakech"
"Al Wifaq Nettoyage Settat","Technologie & IT","IT & Software","Settat","43 Av Mohammed VI, Settat, Morocco","Entreprise du secteur IT & Software basée à Settat.","","","false","none","IT & Software,Settat"
"Global Marina Settat Services","Banque & Finance","Banking","Settat","3 Av Mohammed VI, Settat, Morocco","Entreprise du secteur Banking basée à Settat.","","","false","none","Banking,Settat"
"Al Waha Express Mohammedia Pharma","Services Professionnels","Legal Services","Mohammedia","137 Av Al Qods, Mohammedia, Morocco","Entreprise du secteur Legal Services basée à Mohammedia.","","","false","none","Legal Services,Mohammedia"
"Union Care Errachidia Conseil","Industrie & Chimie","Pharmaceuticals","Errachidia","55 Bd Mohammed V, Errachidia, Morocco","Entreprise du secteur Pharmaceuticals basée à Errachidia.","","","false","none","Pharmaceuticals,Errachidia"
"Al Manar Sud Errachidia Services","Distribution & Commerce","E-commerce","Errachidia","134 Av Fal Ould Oumeir, Errachidia, Morocco","Entreprise du secteur E-commerce basée à Errachidia.","","","false","none","E-commerce,Errachidia"
"Al Royal Meknès Immobilier","Industrie & Chimie","Manufacturing","Meknès","181 Av Al Qods, Meknès, Morocco","Entreprise du secteur Manufacturing basée à Meknès.","","","false","none","Manufacturing,Meknès"
"Groupe Al Baraka Royal SA","Banque & Finance","Insurance","Béni Mellal","63 Av Mohammed VI, Béni Mellal, Morocco","Entreprise du secteur Insurance basée à Béni Mellal.","","","false","none","Insurance,Béni Mellal"
"Al Ibtikar Clinic Béni Mellal","Distribution & Commerce","E-commerce","Béni Mellal","42 Bd Mohammed V, Béni Mellal, Morocco","Entreprise du secteur E-commerce basée à Béni Mellal.","","","false","none","E-commerce,Béni Mellal"
"Fes Partners SARL AU","Éducation & Formation","Education","Dakhla","173 Rue Ibn Sina, Dakhla, Morocco","Entreprise du secteur Education basée à Dakhla.","","","false","none","Education,Dakhla"
"Rif Packaging Larache","Industrie & Chimie","Printing & Packaging","Larache","62 Av Hassan II, Larache, Morocco","Entreprise du secteur Printing & Packaging basée à Larache.","","","false","none","Printing & Packaging,Larache"
"Omega Industry Nador","Distribution & Commerce","Food & Beverage","Nador","175 Rue Ibn Sina, Nador, Morocco","Entreprise du secteur Food & Beverage basée à Nador.","","","false","none","Food & Beverage,Nador"
"Dar Al Direct Engineering","Distribution & Commerce","Retail","Ifrane","52 Av Hassan II, Ifrane, Morocco","Entreprise du secteur Retail basée à Ifrane.","","","false","none","Retail,Ifrane"
"Groupe Al Massar Impact SAS","Industrie & Chimie","Pharmaceuticals","Mohammedia","158 Av Mohammed VI, Mohammedia, Morocco","Entreprise du secteur Pharmaceuticals basée à Mohammedia.","","","false","none","Pharmaceuticals,Mohammedia"
"Dar Al Holding Ltd.","Transport & Logistique","Logistics & Transport","Rabat","121 Bd Mohammed V, Rabat, Morocco","Entreprise du secteur Logistics & Transport basée à Rabat.","","","false","none","Logistics & Transport,Rabat"
"Amazigh Hospital Casablanca","Industrie & Chimie","Automotive","Casablanca","121 Av Fal Ould Oumeir, Casablanca, Morocco","Entreprise du secteur Automotive basée à Casablanca.","","","false","none","Automotive,Casablanca"
"Marocain Security Services Groupe","Services Professionnels","Security Services","Khemisset","105 Bd Moulay Ismail, Khemisset, Morocco","Entreprise du secteur Security Services basée à Khemisset.","","","false","none","Security Services,Khemisset"
"Elite Construction Ltd.","Industrie & Chimie","Agriculture","Fès","161 Rue Al Massira, Fès, Morocco","Entreprise du secteur Agriculture basée à Fès.","","","false","none","Agriculture,Fès"
"Al Ibtikar Store Marrakech","Industrie & Chimie","Mining","Marrakech","32 Rue Al Massira, Marrakech, Morocco","Entreprise du secteur Mining basée à Marrakech.","","","false","none","Mining,Marrakech"
"Al Fath Technologies SARL AU","Éducation & Formation","Education","Settat","55 Av Hassan II, Settat, Morocco","Entreprise du secteur Education basée à Settat.","","","false","none","Education,Settat"
