"name","category","subcategory","city","location","description","phone","website","is_premium","tier","tags"
"Al Yassir Nova Oujda Conseil","Industrie & Chimie","Manufacturing","Oujda","34 Av Fal Ould Oumeir, Oujda, Morocco","Entreprise du secteur Manufacturing basée à Oujda.","","","false","none","Manufacturing,Oujda"
"Dynamiq Distribution Co.","Banque & Finance","Accounting & Audit","Khouribga","58 Av Fal Ould Oumeir, Khouribga, Morocco","Entreprise du secteur Accounting & Audit basée à Khouribga.","","","false","none","Accounting & Audit,Khouribga"
"Groupe IT Ingénierie","Technologie & IT","IT & Software","Tétouan","93 Bd Abdelmoumen, Tétouan, Morocco","Entreprise du secteur IT & Software basée à Tétouan.","","","false","none","IT & Software,Tétouan"
"Marocain Build Print","Distribution & Commerce","Food & Beverage","Tanger","118 Av Fal Ould Oumeir, Tanger, Morocco","Entreprise du secteur Food & Beverage basée à Tanger.","","","false","none","Food & Beverage,Tanger"
"Groupe Dynamiq Fusion SA","Banque & Finance","Banking","El Jadida","136 Av Al Qods, El Jadida, Morocco","Entreprise du secteur Banking basée à El Jadida.","","","false","none","Banking,El Jadida"
"Al Ibtikar Maintenance Co.","Immobilier & Construction","Real Estate","Nador","116 Bd Moulay Ismail, Nador, Morocco","Entreprise du secteur Real Estate basée à Nador.","","","false","none","Real Estate,Nador"
"Groupe Nova Royal SARL","Services Professionnels","Marketing & Advertising","Béni Mellal","131 Rue Ibn Sina, Béni Mellal, Morocco","Entreprise du secteur Marketing & Advertising basée à Béni Mellal.","","","false","none","Marketing & Advertising,Béni Mellal"
"Orient Capital Nettoyage","Distribution & Commerce","E-commerce","Ifrane","69 Rue Moulay Youssef, Ifrane, Morocco","Entreprise du secteur E-commerce basée à Ifrane.","","","false","none","E-commerce,Ifrane"
"Al Waha Security Services Centre","Services Professionnels","Security Services","Agadir","144 Av Mohammed VI, Agadir, Morocco","Entreprise du secteur Security Services basée à Agadir.","","","false","none","Security Services,Agadir"
"Nour Digital Ifrane","Banque & Finance","Banking","Ifrane","9 Av Fal Ould Oumeir, Ifrane, Morocco","Entreprise du secteur Banking basée à Ifrane.","","","false","none","Banking,Ifrane"
"Andalous Marina Casablanca Services","Services Professionnels","Legal Services","Casablanca","71 Rue Moulay Youssef, Casablanca, Morocco","Entreprise du secteur Legal Services basée à Casablanca.","","","false","none","Legal Services,Casablanca"
"Al Atlas Pharma Salé","Services Professionnels","Legal Services","Salé","77 Bd Abdelmoumen, Salé, Morocco","Entreprise du secteur Legal Services basée à Salé.","","","false","none","Legal Services,Salé"
"Vertex Manufacturing Technologies","Industrie & Chimie","Manufacturing","Taza","139 Rue Al Massira, Taza, Morocco","Entreprise du secteur Manufacturing basée à Taza.","","","false","none","Manufacturing,Taza"
"Global Media Tétouan Trading","Éducation & Formation","Education","Tétouan","128 Bd Mohammed V, Tétouan, Morocco","Entreprise du secteur Education basée à Tétouan.","","","false","none","Education,Tétouan"
"Al Kheir Hotel Larache","Santé & Bien-être","Healthcare","Larache","56 Rue Moulay Youssef, Larache, Morocco","Entreprise du secteur Healthcare basée à Larache.","","","false","none","Healthcare,Larache"
"Al Fath Legal Services Partenaires","Services Professionnels","Legal Services","Settat","52 Rue Al Massira, Settat, Morocco","Entreprise du secteur Legal Services basée à Settat.","","","false","none","Legal Services,Settat"
"Al Atlas Impact Salé Construction","Immobilier & Construction","Construction","Salé","81 Rue Moulay Youssef, Salé, Morocco","Entreprise du secteur Construction basée à Salé.","","","false","none","Construction,Salé"
"Al Baraka Innov Ksar El Kebir Digital","Distribution & Commerce","Retail","Ksar El Kebir","89 Bd Moulay Ismail, Ksar El Kebir, Morocco","Entreprise du secteur Retail basée à Ksar El Kebir.","","","false","none","Retail,Ksar El Kebir"
"Global Express Trading","Industrie & Chimie","Agriculture","Ksar El Kebir","27 Rue Al Massira, Ksar El Kebir, Morocco","Entreprise du secteur Agriculture basée à Ksar El Kebir.","","","false","none","Agriculture,Ksar El Kebir"
"Maghreb Marina Tétouan Sécurité","Distribution & Commerce","Import/Export","Tétouan","113 Av Hassan II, Tétouan, Morocco","Entreprise du secteur Import/Export basée à Tétouan.","","","false","none","Import/Export,Tétouan"
"Groupe Al Fath Park Co.","Technologie & IT","Telecom","Ksar El Kebir","44 Rue Ibn Sina, Ksar El Kebir, Morocco","Entreprise du secteur Telecom basée à Ksar El Kebir.","","","false","none","Telecom,Ksar El Kebir"
"Atlas Real Estate Holding","Immobilier & Construction","Real Estate","Guelmim","112 Av Al Qods, Guelmim, Morocco","Entreprise du secteur Real Estate basée à Guelmim.","","","false","none","Real Estate,Guelmim"
"Vertex Services Ifrane","Distribution & Commerce","Retail","Ifrane","97 Bd Abdelmoumen, Ifrane, Morocco","Entreprise du secteur Retail basée à Ifrane.","","","false","none","Retail,Ifrane"
"Marrakech Partners Errachidia","Services Professionnels","Consulting","Errachidia","158 Av Fal Ould Oumeir, Errachidia, Morocco","Entreprise du secteur Consulting basée à Errachidia.","","","false","none","Consulting,Errachidia"
"Alpha E-commerce Hotel","Distribution & Commerce","E-commerce","Tanger","195 Bd Mohammed V, Tanger, Morocco","Entreprise du secteur E-commerce basée à Tanger.","","","false","none","E-commerce,Tanger"
"Union Connect Tétouan Construction","Industrie & Chimie","Manufacturing","Tétouan","80 Av Fal Ould Oumeir, Tétouan, Morocco","Entreprise du secteur Manufacturing basée à Tétouan.","","","false","none","Manufacturing,Tétouan"
"Apex Systems SARL","Banque & Finance","Accounting & Audit","Mohammedia","2 Av Al Qods, Mohammedia, Morocco","Entreprise du secteur Accounting & Audit basée à Mohammedia.","","","false","none","Accounting & Audit,Mohammedia"
"Vertex Group Safi","Distribution & Commerce","E-commerce","Safi","141 Av Al Qods, Safi, Morocco","Entreprise du secteur E-commerce basée à Safi.","","","false","none","E-commerce,Safi"
"Omega Université Privée SARL","Santé & Bien-être","Healthcare","Marrakech","192 Bd Zerktouni, Marrakech, Morocco","Entreprise du secteur Healthcare basée à Marrakech.","","","false","none","Healthcare,Marrakech"
"Rabat City Conseil","Industrie & Chimie","Pharmaceuticals","Kenitra","123 Bd Moulay Ismail, Kenitra, Morocco","Entreprise du secteur Pharmaceuticals basée à Kenitra.","","","false","none","Pharmaceuticals,Kenitra"
"Global Foods SARL AU","Industrie & Chimie","Pharmaceuticals","Salé","44 Bd Moulay Ismail, Salé, Morocco","Entreprise du secteur Pharmaceuticals basée à Salé.","","","false","none","Pharmaceuticals,Salé"
"Casa Build Nador Pharma","Distribution & Commerce","Import/Export","Nador","85 Rue Moulay Youssef, Nador, Morocco","Entreprise du secteur Import/Export basée à Nador.","","","false","none","Import/Export,Nador"
"Amazigh Trade Industries","Services Professionnels","Marketing & Advertising","Casablanca","172 Rue Al Massira, Casablanca, Morocco","Entreprise du secteur Marketing & Advertising basée à Casablanca.","","","false","none","Marketing & Advertising,Casablanca"
"Al Bahja Security Services Packaging","Services Professionnels","Security Services","Errachidia","54 Rue Moulay Youssef, Errachidia, Morocco","Entreprise du secteur Security Services basée à Errachidia.","","","false","none","Security Services,Errachidia"
"Dynamiq Hospital Co.","Services Professionnels","Maintenance Services","Berkane","187 Av Al Qods, Berkane, Morocco","Entreprise du secteur Maintenance Services basée à Berkane.","","","false","none","Maintenance Services,Berkane"
"Al Massar Eco Ouarzazate Hospital","Banque & Finance","Accounting & Audit","Ouarzazate","109 Bd Anfa, Ouarzazate, Morocco","Entreprise du secteur Accounting & Audit basée à Ouarzazate.","","","false","none","Accounting & Audit,Ouarzazate"
"Groupe Dar Al Capital SA","Industrie & Chimie","Automotive","Agadir","108 Av Mohammed VI, Agadir, Morocco","Entreprise du secteur Automotive basée à Agadir.","","","false","none","Automotive,Agadir"
"Apex Holding Co.","Santé & Bien-être","Healthcare","Settat","195 Av Hassan II, Settat, Morocco","Entreprise du secteur Healthcare basée à Settat.","","","false","none","Healthcare,Settat"
"Al Yassir Connect Ksar El Kebir Université Privée","Industrie & Chimie","Printing & Packaging","Ksar El Kebir","132 Bd Mohammed V, Ksar El Kebir, Morocco","Entreprise du secteur Printing & Packaging basée à Ksar El Kebir.","","","false","none","Printing & Packaging,Ksar El Kebir"
"Marrakech Centre SARL AU","Hôtels & Hébergement","Hospitality","Nador","195 Av Hassan II, Nador, Morocco","Entreprise du secteur Hospitality basée à Nador.","","","false","none","Hospitality,Nador"
"Nour Partners Co.","Banque & Finance","Accounting & Audit","Khemisset","170 Bd Moulay Ismail, Khemisset, Morocco","Entreprise du secteur Accounting & Audit basée à Khemisset.","","","false","none","Accounting & Audit,Khemisset"
"Al Massar Eco Groupe","Énergie & Environnement","Energy","Fès","132 Rue Ibn Sina, Fès, Morocco","Entreprise du secteur Energy basée à Fès.","","","false","none","Energy,Fès"
"Al Wifaq Build Industry","Énergie & Environnement","Energy","Kenitra","36 Bd Abdelmoumen, Kenitra, Morocco","Entreprise du secteur Energy basée à Kenitra.","","","false","none","Energy,Kenitra"
"Groupe Al Bahja Care SARL","Énergie & Environnement","Energy","Nador","159 Rue Al Massira, Nador, Morocco","Entreprise du secteur Energy basée à Nador.","","","false","none","Energy,Nador"
"Marrakech Media Logistique","Industrie & Chimie","Automotive","Taza","102 Av Mohammed VI, Taza, Morocco","Entreprise du secteur Automotive basée à Taza.","","","false","none","Automotive,Taza"
"Al Nour Royal Trading","Banque & Finance","Banking","Béni Mellal","97 Av Mohammed VI, Béni Mellal, Morocco","Entreprise du secteur Banking basée à Béni Mellal.","","","false","none","Banking,Béni Mellal"
"Atlas Technologies Berkane","Industrie & Chimie","Pharmaceuticals","Berkane","76 Bd Zerktouni, Berkane, Morocco","Entreprise du secteur Pharmaceuticals basée à Berkane.","","","false","none","Pharmaceuticals,Berkane"
"Maroc Holding Co.","Distribution & Commerce","Retail","Marrakech","152 Bd Anfa, Marrakech, Morocco","Entreprise du secteur Retail basée à Marrakech.","","","false","none","Retail,Marrakech"
"Al Massar One Guelmim Université Privée","Santé & Bien-être","Healthcare","Guelmim","76 Rue Ibn Sina, Guelmim, Morocco","Entreprise du secteur Healthcare basée à Guelmim.","","","false","none","Healthcare,Guelmim"
"Nour Construction Tétouan","Santé & Bien-être","Healthcare","Tétouan","147 Rue Moulay Youssef, Tétouan, Morocco","Entreprise du secteur Healthcare basée à Tétouan.","","","false","none","Healthcare,Tétouan"
"Al Atlas Manufacturing School","Industrie & Chimie","Manufacturing","Casablanca","74 Rue Ibn Sina, Casablanca, Morocco","Entreprise du secteur Manufacturing basée à Casablanca.","","","false","none","Manufacturing,Casablanca"
"Al Manar Université Privée Fès","Services Professionnels","Security Services","Fès","140 Av Fal Ould Oumeir, Fès, Morocco","Entreprise du secteur Security Services basée à Fès.","","","false","none","Security Services,Fès"
