"name","category","subcategory","city","location","description","phone","website","is_premium","tier","tags"
"Groupe Horizon Nova SAS","Énergie & Environnement","Energy","Béni Mellal","93 Rue Al Massira, Béni Mellal, Morocco","Entreprise du secteur Energy basée à Béni Mellal.","","","false","none","Energy,Béni Mellal"
"Orient Sud Tanger Group","Santé & Bien-être","Healthcare","Tanger","5 Av Mohammed VI, Tanger, Morocco","Entreprise du secteur Healthcare basée à Tanger.","","","false","none","Healthcare,Tanger"
"Al Bahja Maintenance SARL","Distribution & Commerce","Retail","Temara","21 Rue Ibn Sina, Temara, Morocco","Entreprise du secteur Retail basée à Temara.","","","false","none","Retail,Temara"
"Rabat Trade Market","Banque & Finance","Insurance","Tanger","149 Av Fal Ould Oumeir, Tanger, Morocco","Entreprise du secteur Insurance basée à Tanger.","","","false","none","Insurance,Tanger"
"Al Moutamayyiz Royal Ouarzazate Transport","Industrie & Chimie","Manufacturing","Ouarzazate","143 Rue Moulay Youssef, Ouarzazate, Morocco","Entreprise du secteur Manufacturing basée à Ouarzazate.","","","false","none","Manufacturing,Ouarzazate"
"Groupe Al Kheir Plus SA","Services Professionnels","Maintenance Services","Salé","199 Bd Mohammed V, Salé, Morocco","Entreprise du secteur Maintenance Services basée à Salé.","","","false","none","Maintenance Services,Salé"
"Horizon Marketing Construction","Services Professionnels","Marketing & Advertising","Guelmim","185 Bd Zerktouni, Guelmim, Morocco","Entreprise du secteur Marketing & Advertising basée à Guelmim.","","","false","none","Marketing & Advertising,Guelmim"
"Union Park Pharma","Services Professionnels","Security Services","Guelmim","84 Rue Al Massira, Guelmim, Morocco","Entreprise du secteur Security Services basée à Guelmim.","","","false","none","Security Services,Guelmim"
"Amazigh Prestige Meknès Sécurité","Immobilier & Construction","Construction","Meknès","53 Av Hassan II, Meknès, Morocco","Entreprise du secteur Construction basée à Meknès.","","","false","none","Construction,Meknès"
"Ibn Prestige Solutions","Industrie & Chimie","Manufacturing","Taza","128 Rue Moulay Youssef, Taza, Morocco","Entreprise du secteur Manufacturing basée à Taza.","","","false","none","Manufacturing,Taza"
"Nour Transport Béni Mellal","Services Professionnels","Security Services","Béni Mellal","178 Bd Anfa, Béni Mellal, Morocco","Entreprise du secteur Security Services basée à Béni Mellal.","","","false","none","Security Services,Béni Mellal"
"Marrakech Royal La�youne Pharma","Industrie & Chimie","Textiles","La�youne","93 Bd Zerktouni, La�youne, Morocco","Entreprise du secteur Textiles basée à La�youne.","","","false","none","Textiles,La�youne"
"Al Ibtikar One Logistique","Immobilier & Construction","Real Estate","Guelmim","41 Bd Moulay Ismail, Guelmim, Morocco","Entreprise du secteur Real Estate basée à Guelmim.","","","false","none","Real Estate,Guelmim"
"Al Manar Prestige Pharma","Distribution & Commerce","Import/Export","Dakhla","154 Rue Ibn Sina, Dakhla, Morocco","Entreprise du secteur Import/Export basée à Dakhla.","","","false","none","Import/Export,Dakhla"
"Al Manar Manufacturing Distribution","Industrie & Chimie","Manufacturing","Béni Mellal","75 Bd Mohammed V, Béni Mellal, Morocco","Entreprise du secteur Manufacturing basée à Béni Mellal.","","","false","none","Manufacturing,Béni Mellal"
"Groupe Union Direct SAS","Services Professionnels","Maintenance Services","Marrakech","41 Rue Moulay Youssef, Marrakech, Morocco","Entreprise du secteur Maintenance Services basée à Marrakech.","","","false","none","Maintenance Services,Marrakech"
"Al Baraka Trade Labs","Services Professionnels","Marketing & Advertising","Taza","40 Bd Anfa, Taza, Morocco","Entreprise du secteur Marketing & Advertising basée à Taza.","","","false","none","Marketing & Advertising,Taza"
"Dar Al Ingénierie SAS","Technologie & IT","IT & Software","Berkane","1 Av Mohammed VI, Berkane, Morocco","Entreprise du secteur IT & Software basée à Berkane.","","","false","none","IT & Software,Berkane"
"Horizon Care Immobilier","Banque & Finance","Insurance","Berkane","24 Rue Al Massira, Berkane, Morocco","Entreprise du secteur Insurance basée à Berkane.","","","false","none","Insurance,Berkane"
"Al Atlas Direct Solutions","Services Professionnels","Maintenance Services","Ksar El Kebir","147 Bd Abdelmoumen, Ksar El Kebir, Morocco","Entreprise du secteur Maintenance Services basée à Ksar El Kebir.","","","false","none","Maintenance Services,Ksar El Kebir"
"Al Ibtikar Insurance Logistique","Banque & Finance","Insurance","Salé","33 Rue Moulay Youssef, Salé, Morocco","Entreprise du secteur Insurance basée à Salé.","","","false","none","Insurance,Salé"
"Nova Marina Hotel","Industrie & Chimie","Manufacturing","Berkane","185 Rue Moulay Youssef, Berkane, Morocco","Entreprise du secteur Manufacturing basée à Berkane.","","","false","none","Manufacturing,Berkane"
"Rabat Impact Digital","Banque & Finance","Accounting & Audit","Rabat","58 Av Fal Ould Oumeir, Rabat, Morocco","Entreprise du secteur Accounting & Audit basée à Rabat.","","","false","none","Accounting & Audit,Rabat"
"Al Manar Express Ouarzazate Technologies","Industrie & Chimie","Textiles","Ouarzazate","137 Rue Ibn Sina, Ouarzazate, Morocco","Entreprise du secteur Textiles basée à Ouarzazate.","","","false","none","Textiles,Ouarzazate"
"Rabat Nord Hospital","Services Professionnels","Engineering","Ksar El Kebir","56 Av Al Qods, Ksar El Kebir, Morocco","Entreprise du secteur Engineering basée à Ksar El Kebir.","","","false","none","Engineering,Ksar El Kebir"
"Nova Université Privée Mohammedia","Services Professionnels","Engineering","Mohammedia","99 Bd Abdelmoumen, Mohammedia, Morocco","Entreprise du secteur Engineering basée à Mohammedia.","","","false","none","Engineering,Mohammedia"
"Casaworks Services Agadir","Banque & Finance","Insurance","Agadir","157 Bd Zerktouni, Agadir, Morocco","Entreprise du secteur Insurance basée à Agadir.","","","false","none","Insurance,Agadir"
"Al Nour Banking Transport","Banque & Finance","Banking","Marrakech","41 Av Al Qods, Marrakech, Morocco","Entreprise du secteur Banking basée à Marrakech.","","","false","none","Banking,Marrakech"
"Al Maghrib City Khemisset Logistique","Industrie & Chimie","Automotive","Khemisset","129 Rue Moulay Youssef, Khemisset, Morocco","Entreprise du secteur Automotive basée à Khemisset.","","","false","none","Automotive,Khemisset"
"Al Yassir Trade Temara Systems","Transport & Logistique","Logistics & Transport","Temara","130 Bd Moulay Ismail, Temara, Morocco","Entreprise du secteur Logistics & Transport basée à Temara.","","","false","none","Logistics & Transport,Temara"
"Al Fusion La�youne Centre","Services Professionnels","Security Services","La�youne","144 Bd Mohammed V, La�youne, Morocco","Entreprise du secteur Security Services basée à La�youne.","","","false","none","Security Services,La�youne"
"Al Atlas Academy El Jadida","Immobilier & Construction","Construction","El Jadida","199 Rue Ibn Sina, El Jadida, Morocco","Entreprise du secteur Construction basée à El Jadida.","","","false","none","Construction,El Jadida"
"Global Sud Packaging","Centres d'Appel & BPO","BPO / Call Center","Mohammedia","14 Bd Mohammed V, Mohammedia, Morocco","Entreprise du secteur BPO / Call Center basée à Mohammedia.","","","false","none","BPO / Call Center,Mohammedia"
"Al Moutamayyiz Marina Hospital","Banque & Finance","Banking","Marrakech","68 Av Hassan II, Marrakech, Morocco","Entreprise du secteur Banking basée à Marrakech.","","","false","none","Banking,Marrakech"
"Sahara Holding Taza","Transport & Logistique","Logistics & Transport","Taza","34 Bd Anfa, Taza, Morocco","Entreprise du secteur Logistics & Transport basée à Taza.","","","false","none","Logistics & Transport,Taza"
"Rabat E-commerce Université Privée","Distribution & Commerce","E-commerce","Berkane","181 Rue Al Massira, Berkane, Morocco","Entreprise du secteur E-commerce basée à Berkane.","","","false","none","E-commerce,Berkane"
"Al Waha Centre Berkane","Technologie & IT","IT & Software","Berkane","71 Bd Zerktouni, Berkane, Morocco","Entreprise du secteur IT & Software basée à Berkane.","","","false","none","IT & Software,Berkane"
"Al Manar Express School","Industrie & Chimie","Textiles","Oujda","16 Av Hassan II, Oujda, Morocco","Entreprise du secteur Textiles basée à Oujda.","","","false","none","Textiles,Oujda"
"Groupe Agadir Royal SA","Énergie & Environnement","Energy","Meknès","29 Av Fal Ould Oumeir, Meknès, Morocco","Entreprise du secteur Energy basée à Meknès.","","","false","none","Energy,Meknès"
"Al Manar E-commerce Nettoyage","Distribution & Commerce","E-commerce","Errachidia","114 Rue Al Massira, Errachidia, Morocco","Entreprise du secteur E-commerce basée à Errachidia.","","","false","none","E-commerce,Errachidia"
"Apex Labs Settat","Banque & Finance","Insurance","Settat","123 Bd Moulay Ismail, Settat, Morocco","Entreprise du secteur Insurance basée à Settat.","","","false","none","Insurance,Settat"
"Al Kheir Holding Berkane","Services Professionnels","Marketing & Advertising","Berkane","96 Bd Mohammed V, Berkane, Morocco","Entreprise du secteur Marketing & Advertising basée à Berkane.","","","false","none","Marketing & Advertising,Berkane"
"Groupe Maghreb Centre SARL AU","Santé & Bien-être","Healthcare","Casablanca","14 Rue Ibn Sina, Casablanca, Morocco","Entreprise du secteur Healthcare basée à Casablanca.","","","false","none","Healthcare,Casablanca"
"Nova Innov Safi Hospital","Technologie & IT","Telecom","Safi","25 Rue Ibn Sina, Safi, Morocco","Entreprise du secteur Telecom basée à Safi.","","","false","none","Telecom,Safi"
"Nova Security Services Hospital","Services Professionnels","Security Services","Agadir","184 Bd Anfa, Agadir, Morocco","Entreprise du secteur Security Services basée à Agadir.","","","false","none","Security Services,Agadir"
"Al Baraka Retail Resort","Distribution & Commerce","Retail","Tanger","45 Av Fal Ould Oumeir, Tanger, Morocco","Entreprise du secteur Retail basée à Tanger.","","","false","none","Retail,Tanger"
"Tanger Avenir Casablanca Print","Santé & Bien-être","Healthcare","Casablanca","139 Rue Al Massira, Casablanca, Morocco","Entreprise du secteur Healthcare basée à Casablanca.","","","false","none","Healthcare,Casablanca"
"Al Moutamayyiz One Market","Industrie & Chimie","Textiles","Ifrane","133 Av Al Qods, Ifrane, Morocco","Entreprise du secteur Textiles basée à Ifrane.","","","false","none","Textiles,Ifrane"
"Groupe Sahara Prime Ltd.","Services Professionnels","Security Services","Ifrane","113 Av Hassan II, Ifrane, Morocco","Entreprise du secteur Security Services basée à Ifrane.","","","false","none","Security Services,Ifrane"
"Groupe Rif Build SAS","Industrie & Chimie","Textiles","Berkane","188 Av Fal Ould Oumeir, Berkane, Morocco","Entreprise du secteur Textiles basée à Berkane.","","","false","none","Textiles,Berkane"
"Groupe Al Yassir Pro SARL","Services Professionnels","Marketing & Advertising","Errachidia","149 Bd Mohammed V, Errachidia, Morocco","Entreprise du secteur Marketing & Advertising basée à Errachidia.","","","false","none","Marketing & Advertising,Errachidia"
"Vertex Hospital SARL AU","Santé & Bien-être","Healthcare","Mohammedia","175 Av Hassan II, Mohammedia, Morocco","Entreprise du secteur Healthcare basée à Mohammedia.","","","false","none","Healthcare,Mohammedia"
"Groupe Al Baraka Care SA","Industrie & Chimie","Pharmaceuticals","Fès","6 Rue Al Massira, Fès, Morocco","Entreprise du secteur Pharmaceuticals basée à Fès.","","","false","none","Pharmaceuticals,Fès"
"Elite Nord Distribution","Immobilier & Construction","Real Estate","Berkane","103 Rue Moulay Youssef, Berkane, Morocco","Entreprise du secteur Real Estate basée à Berkane.","","","false","none","Real Estate,Berkane"
"Vertex Sud Systems","Centres d'Appel & BPO","BPO / Call Center","El Jadida","61 Av Hassan II, El Jadida, Morocco","Entreprise du secteur BPO / Call Center basée à El Jadida.","","","false","none","BPO / Call Center,El Jadida"
"Al Massar Connect Conseil","Services Professionnels","Consulting","Berkane","24 Bd Moulay Ismail, Berkane, Morocco","Entreprise du secteur Consulting basée à Berkane.","","","false","none","Consulting,Berkane"
"Dar Conseil Rabat","Services Professionnels","Cleaning Services","Rabat","39 Rue Ibn Sina, Rabat, Morocco","Entreprise du secteur Cleaning Services basée à Rabat.","","","false","none","Cleaning Services,Rabat"
"Groupe Agadir Impact Co.","Services Professionnels","Marketing & Advertising","Berkane","7 Av Mohammed VI, Berkane, Morocco","Entreprise du secteur Marketing & Advertising basée à Berkane.","","","false","none","Marketing & Advertising,Berkane"
"Omega Systems Errachidia","Industrie & Chimie","Printing & Packaging","Errachidia","142 Rue Al Massira, Errachidia, Morocco","Entreprise du secteur Printing & Packaging basée à Errachidia.","","","false","none","Printing & Packaging,Errachidia"
"Al Atlas One Settat Market","Industrie & Chimie","Agriculture","Settat","161 Bd Moulay Ismail, Settat, Morocco","Entreprise du secteur Agriculture basée à Settat.","","","false","none","Agriculture,Settat"
"Groupe Dar Al Connect SAS","Immobilier & Construction","Construction","Berkane","131 Rue Ibn Sina, Berkane, Morocco","Entreprise du secteur Construction basée à Berkane.","","","false","none","Construction,Berkane"
"Al Massar Consulting Tanger","Technologie & IT","Telecom","Tanger","135 Av Fal Ould Oumeir, Tanger, Morocco","Entreprise du secteur Telecom basée à Tanger.","","","false","none","Telecom,Tanger"
"Global Retail Industries","Distribution & Commerce","Retail","Kenitra","115 Av Fal Ould Oumeir, Kenitra, Morocco","Entreprise du secteur Retail basée à Kenitra.","","","false","none","Retail,Kenitra"
"Groupe Dynamiq Trade Ltd.","Services Professionnels","Maintenance Services","Ouarzazate","199 Av Hassan II, Ouarzazate, Morocco","Entreprise du secteur Maintenance Services basée à Ouarzazate.","","","false","none","Maintenance Services,Ouarzazate"
"Al Wifaq Foods SAS","Technologie & IT","IT & Software","Khouribga","90 Bd Moulay Ismail, Khouribga, Morocco","Entreprise du secteur IT & Software basée à Khouribga.","","","false","none","IT & Software,Khouribga"
"Al Hotel SA","Services Professionnels","Cleaning Services","Ifrane","61 Av Al Qods, Ifrane, Morocco","Entreprise du secteur Cleaning Services basée à Ifrane.","","","false","none","Cleaning Services,Ifrane"
"Groupe Vertex Eco SAS","Distribution & Commerce","Import/Export","Safi","96 Av Mohammed VI, Safi, Morocco","Entreprise du secteur Import/Export basée à Safi.","","","false","none","Import/Export,Safi"
"Al Bahja Ingénierie SARL","Immobilier & Construction","Real Estate","Errachidia","143 Av Mohammed VI, Errachidia, Morocco","Entreprise du secteur Real Estate basée à Errachidia.","","","false","none","Real Estate,Errachidia"
"Casaworks Engineering Industries","Services Professionnels","Engineering","Khemisset","180 Bd Mohammed V, Khemisset, Morocco","Entreprise du secteur Engineering basée à Khemisset.","","","false","none","Engineering,Khemisset"
"Groupe Nova Marina Co.","Immobilier & Construction","Real Estate","El Jadida","142 Bd Abdelmoumen, El Jadida, Morocco","Entreprise du secteur Real Estate basée à El Jadida.","","","false","none","Real Estate,El Jadida"
"Sahara Consulting Solutions","Services Professionnels","Consulting","Kenitra","72 Bd Zerktouni, Kenitra, Morocco","Entreprise du secteur Consulting basée à Kenitra.","","","false","none","Consulting,Kenitra"
"Groupe Dar Al Innov SARL AU","Services Professionnels","Marketing & Advertising","Khouribga","186 Bd Abdelmoumen, Khouribga, Morocco","Entreprise du secteur Marketing & Advertising basée à Khouribga.","","","false","none","Marketing & Advertising,Khouribga"
"Al Baraka Nova Market","Industrie & Chimie","Mining","El Jadida","13 Av Al Qods, El Jadida, Morocco","Entreprise du secteur Mining basée à El Jadida.","","","false","none","Mining,El Jadida"
"Sahara Nord Salé Group","Technologie & IT","Telecom","Salé","171 Bd Anfa, Salé, Morocco","Entreprise du secteur Telecom basée à Salé.","","","false","none","Telecom,Salé"
"Al Bahja Pharmaceuticals Packaging","Industrie & Chimie","Pharmaceuticals","Guelmim","162 Rue Al Massira, Guelmim, Morocco","Entreprise du secteur Pharmaceuticals basée à Guelmim.","","","false","none","Pharmaceuticals,Guelmim"
"Al Amal Nova School","Technologie & IT","IT & Software","Ouarzazate","142 Bd Moulay Ismail, Ouarzazate, Morocco","Entreprise du secteur IT & Software basée à Ouarzazate.","","","false","none","IT & Software,Ouarzazate"
"Al Maghrib Trade Berkane Industries","Distribution & Commerce","Retail","Berkane","181 Av Fal Ould Oumeir, Berkane, Morocco","Entreprise du secteur Retail basée à Berkane.","","","false","none","Retail,Berkane"
"Rabat Industries Berkane","Immobilier & Construction","Construction","Berkane","75 Bd Zerktouni, Berkane, Morocco","Entreprise du secteur Construction basée à Berkane.","","","false","none","Construction,Berkane"
"Global Centre Logistique","Santé & Bien-être","Healthcare","Safi","133 Av Al Qods, Safi, Morocco","Entreprise du secteur Healthcare basée à Safi.","","","false","none","Healthcare,Safi"
"Global IT Conseil","Technologie & IT","IT & Software","Salé","122 Av Fal Ould Oumeir, Salé, Morocco","Entreprise du secteur IT & Software basée à Salé.","","","false","none","IT & Software,Salé"
"Dar Al Resort Ksar El Kebir","Énergie & Environnement","Energy","Ksar El Kebir","11 Bd Zerktouni, Ksar El Kebir, Morocco","Entreprise du secteur Energy basée à Ksar El Kebir.","","","false","none","Energy,Ksar El Kebir"
"Alpha Build Meknès Academy","Industrie & Chimie","Mining","Meknès","39 Av Hassan II, Meknès, Morocco","Entreprise du secteur Mining basée à Meknès.","","","false","none","Mining,Meknès"
"Al Wifaq Transport SARL","Hôtels & Hébergement","Hospitality","Tanger","155 Av Fal Ould Oumeir, Tanger, Morocco","Entreprise du secteur Hospitality basée à Tanger.","","","false","none","Hospitality,Tanger"
"Omega School SAS","Services Professionnels","Cleaning Services","Casablanca","71 Rue Ibn Sina, Casablanca, Morocco","Entreprise du secteur Cleaning Services basée à Casablanca.","","","false","none","Cleaning Services,Casablanca"
"Al Yassir Maintenance Casablanca","Industrie & Chimie","Agriculture","Casablanca","120 Rue Moulay Youssef, Casablanca, Morocco","Entreprise du secteur Agriculture basée à Casablanca.","","","false","none","Agriculture,Casablanca"
"Al Amal Innov Ksar El Kebir Market","Industrie & Chimie","Textiles","Ksar El Kebir","31 Av Al Qods, Ksar El Kebir, Morocco","Entreprise du secteur Textiles basée à Ksar El Kebir.","","","false","none","Textiles,Ksar El Kebir"
"Al Ingénierie Nador","Éducation & Formation","Education","Nador","113 Av Mohammed VI, Nador, Morocco","Entreprise du secteur Education basée à Nador.","","","false","none","Education,Nador"
"Dar Al Clinic Larache","Banque & Finance","Insurance","Larache","105 Bd Zerktouni, Larache, Morocco","Entreprise du secteur Insurance basée à Larache.","","","false","none","Insurance,Larache"
"Casa Logistics Immobilier","Transport & Logistique","Logistics & Transport","La�youne","50 Rue Al Massira, La�youne, Morocco","Entreprise du secteur Logistics & Transport basée à La�youne.","","","false","none","Logistics & Transport,La�youne"
"Nour Université Privée Guelmim","Immobilier & Construction","Construction","Guelmim","147 Bd Mohammed V, Guelmim, Morocco","Entreprise du secteur Construction basée à Guelmim.","","","false","none","Construction,Guelmim"
"Horizon Prime Settat Consulting","Éducation & Formation","Education","Settat","70 Rue Al Massira, Settat, Morocco","Entreprise du secteur Education basée à Settat.","","","false","none","Education,Settat"
"Dar Store Ifrane","Immobilier & Construction","Real Estate","Ifrane","170 Av Al Qods, Ifrane, Morocco","Entreprise du secteur Real Estate basée à Ifrane.","","","false","none","Real Estate,Ifrane"
"Tanger Fusion Fès Print","Immobilier & Construction","Construction","Fès","85 Rue Ibn Sina, Fès, Morocco","Entreprise du secteur Construction basée à Fès.","","","false","none","Construction,Fès"
"Groupe Elite Marina Co.","Services Professionnels","Marketing & Advertising","Tétouan","162 Av Mohammed VI, Tétouan, Morocco","Entreprise du secteur Marketing & Advertising basée à Tétouan.","","","false","none","Marketing & Advertising,Tétouan"
"Andalous Park Mohammedia Université Privée","Industrie & Chimie","Printing & Packaging","Mohammedia","47 Av Al Qods, Mohammedia, Morocco","Entreprise du secteur Printing & Packaging basée à Mohammedia.","","","false","none","Printing & Packaging,Mohammedia"
"Dar Innov Solutions","Santé & Bien-être","Healthcare","Settat","5 Bd Zerktouni, Settat, Morocco","Entreprise du secteur Healthcare basée à Settat.","","","false","none","Healthcare,Settat"
"Groupe Atlas Avenir Co.","Hôtels & Hébergement","Hospitality","Khouribga","25 Av Fal Ould Oumeir, Khouribga, Morocco","Entreprise du secteur Hospitality basée à Khouribga.","","","false","none","Hospitality,Khouribga"
"Groupe Al Waha Sud Co.","Industrie & Chimie","Manufacturing","Berkane","105 Rue Ibn Sina, Berkane, Morocco","Entreprise du secteur Manufacturing basée à Berkane.","","","false","none","Manufacturing,Berkane"
"Groupe Vertex Plus Co.","Santé & Bien-être","Healthcare","Guelmim","119 Bd Moulay Ismail, Guelmim, Morocco","Entreprise du secteur Healthcare basée à Guelmim.","","","false","none","Healthcare,Guelmim"
"Horizon Consulting SARL AU","Banque & Finance","Accounting & Audit","Mohammedia","144 Rue Ibn Sina, Mohammedia, Morocco","Entreprise du secteur Accounting & Audit basée à Mohammedia.","","","false","none","Accounting & Audit,Mohammedia"
"Casa Pro Engineering","Services Professionnels","Security Services","Khemisset","122 Av Fal Ould Oumeir, Khemisset, Morocco","Entreprise du secteur Security Services basée à Khemisset.","","","false","none","Security Services,Khemisset"
"Apex Security Services Digital","Services Professionnels","Security Services","Taza","73 Av Hassan II, Taza, Morocco","Entreprise du secteur Security Services basée à Taza.","","","false","none","Security Services,Taza"
"Dynamiq Clinic Tanger","Distribution & Commerce","Import/Export","Tanger","21 Bd Moulay Ismail, Tanger, Morocco","Entreprise du secteur Import/Export basée à Tanger.","","","false","none","Import/Export,Tanger"
"Al Atlas Agriculture Immobilier","Industrie & Chimie","Agriculture","La�youne","106 Av Al Qods, La�youne, Morocco","Entreprise du secteur Agriculture basée à La�youne.","","","false","none","Agriculture,La�youne"
"Nova Foods SA","Hôtels & Hébergement","Hospitality","Settat","131 Bd Zerktouni, Settat, Morocco","Entreprise du secteur Hospitality basée à Settat.","","","false","none","Hospitality,Settat"
"Elite Avenir Consulting","Banque & Finance","Accounting & Audit","Ksar El Kebir","171 Av Al Qods, Ksar El Kebir, Morocco","Entreprise du secteur Accounting & Audit basée à Ksar El Kebir.","","","false","none","Accounting & Audit,Ksar El Kebir"
"Sahara Technologies Co.","Industrie & Chimie","Manufacturing","Rabat","136 Bd Moulay Ismail, Rabat, Morocco","Entreprise du secteur Manufacturing basée à Rabat.","","","false","none","Manufacturing,Rabat"
"Groupe Casa Marina SAS","Distribution & Commerce","Import/Export","Béni Mellal","21 Bd Abdelmoumen, Béni Mellal, Morocco","Entreprise du secteur Import/Export basée à Béni Mellal.","","","false","none","Import/Export,Béni Mellal"
"Atlas Impact Ksar El Kebir Labs","Services Professionnels","Marketing & Advertising","Ksar El Kebir","3 Av Al Qods, Ksar El Kebir, Morocco","Entreprise du secteur Marketing & Advertising basée à Ksar El Kebir.","","","false","none","Marketing & Advertising,Ksar El Kebir"
"Groupe Al Waha Connect SA","Services Professionnels","Consulting","Khemisset","42 Rue Ibn Sina, Khemisset, Morocco","Entreprise du secteur Consulting basée à Khemisset.","","","false","none","Consulting,Khemisset"
"Groupe Al Wifaq Capital Ltd.","Services Professionnels","Legal Services","Errachidia","35 Rue Moulay Youssef, Errachidia, Morocco","Entreprise du secteur Legal Services basée à Errachidia.","","","false","none","Legal Services,Errachidia"
"Fes Fusion Taza Hospital","Industrie & Chimie","Pharmaceuticals","Taza","149 Bd Anfa, Taza, Morocco","Entreprise du secteur Pharmaceuticals basée à Taza.","","","false","none","Pharmaceuticals,Taza"
"Dynamiq Direct Pharma","Immobilier & Construction","Construction","Khemisset","175 Bd Abdelmoumen, Khemisset, Morocco","Entreprise du secteur Construction basée à Khemisset.","","","false","none","Construction,Khemisset"
"Al Baraka Services SA","Distribution & Commerce","Import/Export","Tanger","127 Bd Abdelmoumen, Tanger, Morocco","Entreprise du secteur Import/Export basée à Tanger.","","","false","none","Import/Export,Tanger"
"Al Atlas Market Berkane","Banque & Finance","Accounting & Audit","Berkane","20 Av Al Qods, Berkane, Morocco","Entreprise du secteur Accounting & Audit basée à Berkane.","","","false","none","Accounting & Audit,Berkane"
"Amazigh Nord Packaging","Services Professionnels","Security Services","Fès","56 Bd Mohammed V, Fès, Morocco","Entreprise du secteur Security Services basée à Fès.","","","false","none","Security Services,Fès"
"Sahara Nettoyage Salé","Industrie & Chimie","Agriculture","Salé","154 Av Al Qods, Salé, Morocco","Entreprise du secteur Agriculture basée à Salé.","","","false","none","Agriculture,Salé"
"Groupe Al Nour Fusion SARL AU","Services Professionnels","Marketing & Advertising","Agadir","112 Rue Al Massira, Agadir, Morocco","Entreprise du secteur Marketing & Advertising basée à Agadir.","","","false","none","Marketing & Advertising,Agadir"
"Groupe Apex Capital Ltd.","Industrie & Chimie","Automotive","La�youne","126 Rue Moulay Youssef, La�youne, Morocco","Entreprise du secteur Automotive basée à La�youne.","","","false","none","Automotive,La�youne"
"Rif Academy Ltd.","Distribution & Commerce","Retail","Kenitra","137 Bd Anfa, Kenitra, Morocco","Entreprise du secteur Retail basée à Kenitra.","","","false","none","Retail,Kenitra"
"Groupe Sahara Nova SAS","Industrie & Chimie","Pharmaceuticals","Berkane","193 Av Hassan II, Berkane, Morocco","Entreprise du secteur Pharmaceuticals basée à Berkane.","","","false","none","Pharmaceuticals,Berkane"
"Groupe Marocain Eco SARL AU","Banque & Finance","Banking","Ksar El Kebir","157 Rue Al Massira, Ksar El Kebir, Morocco","Entreprise du secteur Banking basée à Ksar El Kebir.","","","false","none","Banking,Ksar El Kebir"
"Groupe Casa City Co.","Industrie & Chimie","Agriculture","Tanger","147 Bd Abdelmoumen, Tanger, Morocco","Entreprise du secteur Agriculture basée à Tanger.","","","false","none","Agriculture,Tanger"
"Casa Maintenance Salé","Industrie & Chimie","Automotive","Salé","97 Bd Moulay Ismail, Salé, Morocco","Entreprise du secteur Automotive basée à Salé.","","","false","none","Automotive,Salé"
"Maroc Marina Berkane Market","Services Professionnels","Engineering","Berkane","28 Av Al Qods, Berkane, Morocco","Entreprise du secteur Engineering basée à Berkane.","","","false","none","Engineering,Berkane"
