"name","category","subcategory","city","location","description","phone","website","is_premium","tier","tags"
"Al Manar Royal Khouribga Consulting","Immobilier & Construction","Real Estate","Khouribga","90 Av Mohammed VI, Khouribga, Morocco","Entreprise du secteur Real Estate basée à Khouribga.","","","false","none","Real Estate,Khouribga"
"Groupe Al Media Co.","Distribution & Commerce","Retail","Nador","143 Bd Mohammed V, Nador, Morocco","Entreprise du secteur Retail basée à Nador.","","","false","none","Retail,Nador"
"Al Moutamayyiz Immobilier Mohammedia","Banque & Finance","Banking","Mohammedia","98 Rue Moulay Youssef, Mohammedia, Morocco","Entreprise du secteur Banking basée à Mohammedia.","","","false","none","Banking,Mohammedia"
"Casa City Tétouan Clinic","Distribution & Commerce","Food & Beverage","Tétouan","91 Bd Moulay Ismail, Tétouan, Morocco","Entreprise du secteur Food & Beverage basée à Tétouan.","","","false","none","Food & Beverage,Tétouan"
"Union Import/Export Trading","Distribution & Commerce","Import/Export","Khemisset","15 Rue Al Massira, Khemisset, Morocco","Entreprise du secteur Import/Export basée à Khemisset.","","","false","none","Import/Export,Khemisset"
"Maroc Avenir Industries","Distribution & Commerce","Retail","Oujda","61 Av Hassan II, Oujda, Morocco","Entreprise du secteur Retail basée à Oujda.","","","false","none","Retail,Oujda"
"Groupe Al Baraka Direct SARL AU","Industrie & Chimie","Automotive","Taza","37 Av Hassan II, Taza, Morocco","Entreprise du secteur Automotive basée à Taza.","","","false","none","Automotive,Taza"
"Al Manar Maintenance Ltd.","Distribution & Commerce","E-commerce","Tanger","182 Bd Zerktouni, Tanger, Morocco","Entreprise du secteur E-commerce basée à Tanger.","","","false","none","E-commerce,Tanger"
"Groupe Union One SARL","Industrie & Chimie","Printing & Packaging","Meknès","100 Bd Zerktouni, Meknès, Morocco","Entreprise du secteur Printing & Packaging basée à Meknès.","","","false","none","Printing & Packaging,Meknès"
"Dynamiq Partenaires El Jadida","Immobilier & Construction","Real Estate","El Jadida","107 Av Hassan II, El Jadida, Morocco","Entreprise du secteur Real Estate basée à El Jadida.","","","false","none","Real Estate,El Jadida"
"Al Atlas Innov Fès Conseil","Industrie & Chimie","Textiles","Fès","132 Rue Al Massira, Fès, Morocco","Entreprise du secteur Textiles basée à Fès.","","","false","none","Textiles,Fès"
"Sahara Nova Labs","Services Professionnels","Security Services","Khemisset","6 Av Mohammed VI, Khemisset, Morocco","Entreprise du secteur Security Services basée à Khemisset.","","","false","none","Security Services,Khemisset"
"Dynamiq Packaging Salé","Banque & Finance","Banking","Salé","12 Av Al Qods, Salé, Morocco","Entreprise du secteur Banking basée à Salé.","","","false","none","Banking,Salé"
"Marrakech Clinic Khouribga","Hôtels & Hébergement","Hospitality","Khouribga","182 Av Fal Ould Oumeir, Khouribga, Morocco","Entreprise du secteur Hospitality basée à Khouribga.","","","false","none","Hospitality,Khouribga"
"Orient Direct Immobilier","Services Professionnels","Security Services","Safi","140 Av Al Qods, Safi, Morocco","Entreprise du secteur Security Services basée à Safi.","","","false","none","Security Services,Safi"
"Al Yassir Media Oujda Solutions","Distribution & Commerce","E-commerce","Oujda","94 Av Mohammed VI, Oujda, Morocco","Entreprise du secteur E-commerce basée à Oujda.","","","false","none","E-commerce,Oujda"
"Al Atlas School Co.","Distribution & Commerce","Import/Export","Dakhla","198 Av Fal Ould Oumeir, Dakhla, Morocco","Entreprise du secteur Import/Export basée à Dakhla.","","","false","none","Import/Export,Dakhla"
"Al Smart Berkane Distribution","Industrie & Chimie","Pharmaceuticals","Berkane","94 Bd Abdelmoumen, Berkane, Morocco","Entreprise du secteur Pharmaceuticals basée à Berkane.","","","false","none","Pharmaceuticals,Berkane"
"Casaworks Sud Ksar El Kebir Technologies","Services Professionnels","Marketing & Advertising","Ksar El Kebir","51 Bd Mohammed V, Ksar El Kebir, Morocco","Entreprise du secteur Marketing & Advertising basée à Ksar El Kebir.","","","false","none","Marketing & Advertising,Ksar El Kebir"
"Dynamiq Logistics Group","Transport & Logistique","Logistics & Transport","La�youne","73 Rue Al Massira, La�youne, Morocco","Entreprise du secteur Logistics & Transport basée à La�youne.","","","false","none","Logistics & Transport,La�youne"
"Marrakech Solutions Rabat","Services Professionnels","Marketing & Advertising","Rabat","94 Av Hassan II, Rabat, Morocco","Entreprise du secteur Marketing & Advertising basée à Rabat.","","","false","none","Marketing & Advertising,Rabat"
"Al Amal Care El Jadida Groupe","Distribution & Commerce","Retail","El Jadida","182 Bd Abdelmoumen, El Jadida, Morocco","Entreprise du secteur Retail basée à El Jadida.","","","false","none","Retail,El Jadida"
"Marrakech School Co.","Immobilier & Construction","Construction","Temara","97 Av Al Qods, Temara, Morocco","Entreprise du secteur Construction basée à Temara.","","","false","none","Construction,Temara"
"Dar Al Maintenance Settat","Énergie & Environnement","Energy","Settat","14 Bd Zerktouni, Settat, Morocco","Entreprise du secteur Energy basée à Settat.","","","false","none","Energy,Settat"
"Maroc Nettoyage Settat","Industrie & Chimie","Automotive","Settat","26 Bd Mohammed V, Settat, Morocco","Entreprise du secteur Automotive basée à Settat.","","","false","none","Automotive,Settat"
"Al Nour Express Nettoyage","Industrie & Chimie","Agriculture","Khemisset","2 Rue Al Massira, Khemisset, Morocco","Entreprise du secteur Agriculture basée à Khemisset.","","","false","none","Agriculture,Khemisset"
"Omega Resort Casablanca","Industrie & Chimie","Textiles","Casablanca","37 Av Fal Ould Oumeir, Casablanca, Morocco","Entreprise du secteur Textiles basée à Casablanca.","","","false","none","Textiles,Casablanca"
"Al Nour Nova Ingénierie","Services Professionnels","Marketing & Advertising","Agadir","17 Av Mohammed VI, Agadir, Morocco","Entreprise du secteur Marketing & Advertising basée à Agadir.","","","false","none","Marketing & Advertising,Agadir"
"Elite Direct Ifrane Holding","Services Professionnels","Security Services","Ifrane","97 Rue Ibn Sina, Ifrane, Morocco","Entreprise du secteur Security Services basée à Ifrane.","","","false","none","Security Services,Ifrane"
"Rabat Express Ksar El Kebir Store","Industrie & Chimie","Textiles","Ksar El Kebir","81 Av Al Qods, Ksar El Kebir, Morocco","Entreprise du secteur Textiles basée à Ksar El Kebir.","","","false","none","Textiles,Ksar El Kebir"
"Vertex Printing Transport","Industrie & Chimie","Printing & Packaging","Tétouan","163 Av Fal Ould Oumeir, Tétouan, Morocco","Entreprise du secteur Printing & Packaging basée à Tétouan.","","","false","none","Printing & Packaging,Tétouan"
"Rabat Nord Transport","Services Professionnels","Consulting","Temara","135 Av Al Qods, Temara, Morocco","Entreprise du secteur Consulting basée à Temara.","","","false","none","Consulting,Temara"
"Al Atlas Marina Ksar El Kebir Engineering","Industrie & Chimie","Automotive","Ksar El Kebir","124 Av Mohammed VI, Ksar El Kebir, Morocco","Entreprise du secteur Automotive basée à Ksar El Kebir.","","","false","none","Automotive,Ksar El Kebir"
"Al Yassir Accounting Systems","Banque & Finance","Accounting & Audit","Temara","81 Av Fal Ould Oumeir, Temara, Morocco","Entreprise du secteur Accounting & Audit basée à Temara.","","","false","none","Accounting & Audit,Temara"
"Agadir Capital Tétouan Hotel","Santé & Bien-être","Healthcare","Tétouan","35 Av Al Qods, Tétouan, Morocco","Entreprise du secteur Healthcare basée à Tétouan.","","","false","none","Healthcare,Tétouan"
"Marocain Printing Solutions","Industrie & Chimie","Printing & Packaging","Oujda","88 Av Al Qods, Oujda, Morocco","Entreprise du secteur Printing & Packaging basée à Oujda.","","","false","none","Printing & Packaging,Oujda"
"Apex Media Khemisset Foods","Services Professionnels","Security Services","Khemisset","41 Bd Abdelmoumen, Khemisset, Morocco","Entreprise du secteur Security Services basée à Khemisset.","","","false","none","Security Services,Khemisset"
"Marocain Mining Resort","Industrie & Chimie","Mining","Errachidia","36 Rue Al Massira, Errachidia, Morocco","Entreprise du secteur Mining basée à Errachidia.","","","false","none","Mining,Errachidia"
"Al Wifaq Telecom Systems","Technologie & IT","Telecom","Ifrane","174 Av Fal Ould Oumeir, Ifrane, Morocco","Entreprise du secteur Telecom basée à Ifrane.","","","false","none","Telecom,Ifrane"
"Al Nour Innov Immobilier","Services Professionnels","Marketing & Advertising","Safi","86 Bd Mohammed V, Safi, Morocco","Entreprise du secteur Marketing & Advertising basée à Safi.","","","false","none","Marketing & Advertising,Safi"
"Marocain Industries Ouarzazate","Hôtels & Hébergement","Hospitality","Ouarzazate","65 Rue Al Massira, Ouarzazate, Morocco","Entreprise du secteur Hospitality basée à Ouarzazate.","","","false","none","Hospitality,Ouarzazate"
"Casaworks Engineering Technologies","Services Professionnels","Engineering","Mohammedia","25 Bd Abdelmoumen, Mohammedia, Morocco","Entreprise du secteur Engineering basée à Mohammedia.","","","false","none","Engineering,Mohammedia"
"Apex School SA","Banque & Finance","Accounting & Audit","El Jadida","134 Rue Ibn Sina, El Jadida, Morocco","Entreprise du secteur Accounting & Audit basée à El Jadida.","","","false","none","Accounting & Audit,El Jadida"
"Groupe Store Dakhla","Banque & Finance","Accounting & Audit","Dakhla","127 Bd Zerktouni, Dakhla, Morocco","Entreprise du secteur Accounting & Audit basée à Dakhla.","","","false","none","Accounting & Audit,Dakhla"
"Premium City Labs","Services Professionnels","Consulting","Marrakech","109 Bd Mohammed V, Marrakech, Morocco","Entreprise du secteur Consulting basée à Marrakech.","","","false","none","Consulting,Marrakech"
"Rif Trade Ingénierie","Services Professionnels","Marketing & Advertising","Agadir","33 Av Al Qods, Agadir, Morocco","Entreprise du secteur Marketing & Advertising basée à Agadir.","","","false","none","Marketing & Advertising,Agadir"
"Al Kheir Construction Market","Immobilier & Construction","Construction","Mohammedia","55 Rue Moulay Youssef, Mohammedia, Morocco","Entreprise du secteur Construction basée à Mohammedia.","","","false","none","Construction,Mohammedia"
"Al Manar Legal Services Partners","Services Professionnels","Legal Services","Taza","166 Bd Anfa, Taza, Morocco","Entreprise du secteur Legal Services basée à Taza.","","","false","none","Legal Services,Taza"
"Al Nour Insurance School","Banque & Finance","Insurance","Larache","56 Bd Anfa, Larache, Morocco","Entreprise du secteur Insurance basée à Larache.","","","false","none","Insurance,Larache"
"Groupe Marrakech Nord SARL AU","Banque & Finance","Accounting & Audit","Nador","167 Av Fal Ould Oumeir, Nador, Morocco","Entreprise du secteur Accounting & Audit basée à Nador.","","","false","none","Accounting & Audit,Nador"
"Groupe Marocain Express Co.","Hôtels & Hébergement","Hospitality","Rabat","62 Bd Anfa, Rabat, Morocco","Entreprise du secteur Hospitality basée à Rabat.","","","false","none","Hospitality,Rabat"
"Groupe Horizon Fusion SARL AU","Industrie & Chimie","Textiles","Larache","158 Av Fal Ould Oumeir, Larache, Morocco","Entreprise du secteur Textiles basée à Larache.","","","false","none","Textiles,Larache"
"Orient Packaging Tanger","Industrie & Chimie","Manufacturing","Tanger","198 Bd Abdelmoumen, Tanger, Morocco","Entreprise du secteur Manufacturing basée à Tanger.","","","false","none","Manufacturing,Tanger"
"Al Atlas Packaging Ouarzazate","Services Professionnels","Maintenance Services","Ouarzazate","177 Bd Mohammed V, Ouarzazate, Morocco","Entreprise du secteur Maintenance Services basée à Ouarzazate.","","","false","none","Maintenance Services,Ouarzazate"
"Rabat Plus Casablanca Pharma","Services Professionnels","Cleaning Services","Casablanca","2 Rue Moulay Youssef, Casablanca, Morocco","Entreprise du secteur Cleaning Services basée à Casablanca.","","","false","none","Cleaning Services,Casablanca"
"Global Hospital Co.","Industrie & Chimie","Pharmaceuticals","Safi","175 Bd Abdelmoumen, Safi, Morocco","Entreprise du secteur Pharmaceuticals basée à Safi.","","","false","none","Pharmaceuticals,Safi"
"Al Waha Conseil Co.","Technologie & IT","IT & Software","Mohammedia","40 Av Mohammed VI, Mohammedia, Morocco","Entreprise du secteur IT & Software basée à Mohammedia.","","","false","none","IT & Software,Mohammedia"
"Vertex Group Larache","Immobilier & Construction","Construction","Larache","114 Bd Abdelmoumen, Larache, Morocco","Entreprise du secteur Construction basée à Larache.","","","false","none","Construction,Larache"
"Al Nour Connect Store","Immobilier & Construction","Construction","Salé","71 Av Fal Ould Oumeir, Salé, Morocco","Entreprise du secteur Construction basée à Salé.","","","false","none","Construction,Salé"
"Al Massar Prestige Tétouan Université Privée","Industrie & Chimie","Manufacturing","Tétouan","60 Bd Anfa, Tétouan, Morocco","Entreprise du secteur Manufacturing basée à Tétouan.","","","false","none","Manufacturing,Tétouan"
"Al Yassir Insurance Labs","Banque & Finance","Insurance","Temara","94 Av Hassan II, Temara, Morocco","Entreprise du secteur Insurance basée à Temara.","","","false","none","Insurance,Temara"
"Al Wifaq Holding Co.","Centres d'Appel & BPO","BPO / Call Center","Safi","159 Bd Moulay Ismail, Safi, Morocco","Entreprise du secteur BPO / Call Center basée à Safi.","","","false","none","BPO / Call Center,Safi"
"Al Maghrib Textiles Technologies","Industrie & Chimie","Textiles","Safi","34 Bd Anfa, Safi, Morocco","Entreprise du secteur Textiles basée à Safi.","","","false","none","Textiles,Safi"
"Casa Sud Solutions","Services Professionnels","Security Services","Salé","69 Av Mohammed VI, Salé, Morocco","Entreprise du secteur Security Services basée à Salé.","","","false","none","Security Services,Salé"
"Fes Prestige Consulting","Industrie & Chimie","Automotive","Khouribga","26 Rue Al Massira, Khouribga, Morocco","Entreprise du secteur Automotive basée à Khouribga.","","","false","none","Automotive,Khouribga"
"Al Atlas Education Pharma","Éducation & Formation","Education","Tétouan","5 Av Fal Ould Oumeir, Tétouan, Morocco","Entreprise du secteur Education basée à Tétouan.","","","false","none","Education,Tétouan"
"Al Baraka Industry Marrakech","Services Professionnels","Maintenance Services","Marrakech","32 Rue Al Massira, Marrakech, Morocco","Entreprise du secteur Maintenance Services basée à Marrakech.","","","false","none","Maintenance Services,Marrakech"
"Al Amal Royal Print","Industrie & Chimie","Textiles","Khemisset","59 Rue Moulay Youssef, Khemisset, Morocco","Entreprise du secteur Textiles basée à Khemisset.","","","false","none","Textiles,Khemisset"
"Amazigh Engineering Guelmim","Services Professionnels","Maintenance Services","Guelmim","92 Av Mohammed VI, Guelmim, Morocco","Entreprise du secteur Maintenance Services basée à Guelmim.","","","false","none","Maintenance Services,Guelmim"
"Al Moutamayyiz Pharma Ltd.","Éducation & Formation","Education","Temara","127 Bd Mohammed V, Temara, Morocco","Entreprise du secteur Education basée à Temara.","","","false","none","Education,Temara"
"Groupe Dynamiq Direct SARL AU","Industrie & Chimie","Manufacturing","Meknès","179 Bd Abdelmoumen, Meknès, Morocco","Entreprise du secteur Manufacturing basée à Meknès.","","","false","none","Manufacturing,Meknès"
"Al Nour Logistics Clinic","Transport & Logistique","Logistics & Transport","Kenitra","195 Av Hassan II, Kenitra, Morocco","Entreprise du secteur Logistics & Transport basée à Kenitra.","","","false","none","Logistics & Transport,Kenitra"
"Al Amal Cleaning Services Market","Services Professionnels","Cleaning Services","Kenitra","198 Av Mohammed VI, Kenitra, Morocco","Entreprise du secteur Cleaning Services basée à Kenitra.","","","false","none","Cleaning Services,Kenitra"
"Elite Capital Fès Services","Distribution & Commerce","Import/Export","Fès","192 Rue Al Massira, Fès, Morocco","Entreprise du secteur Import/Export basée à Fès.","","","false","none","Import/Export,Fès"
"Al Amal Holding Taza","Industrie & Chimie","Pharmaceuticals","Taza","143 Rue Al Massira, Taza, Morocco","Entreprise du secteur Pharmaceuticals basée à Taza.","","","false","none","Pharmaceuticals,Taza"
"Andalous Direct Berkane Centre","Technologie & IT","Telecom","Berkane","178 Bd Mohammed V, Berkane, Morocco","Entreprise du secteur Telecom basée à Berkane.","","","false","none","Telecom,Berkane"
"Maroc Holding El Jadida","Technologie & IT","IT & Software","El Jadida","82 Rue Ibn Sina, El Jadida, Morocco","Entreprise du secteur IT & Software basée à El Jadida.","","","false","none","IT & Software,El Jadida"
"Groupe Ibn Nord SA","Santé & Bien-être","Healthcare","La�youne","10 Av Al Qods, La�youne, Morocco","Entreprise du secteur Healthcare basée à La�youne.","","","false","none","Healthcare,La�youne"
"Marrakech Engineering Immobilier","Services Professionnels","Engineering","Taza","62 Rue Ibn Sina, Taza, Morocco","Entreprise du secteur Engineering basée à Taza.","","","false","none","Engineering,Taza"
"Vertex Centre Fès Ingénierie","Industrie & Chimie","Manufacturing","Fès","23 Av Mohammed VI, Fès, Morocco","Entreprise du secteur Manufacturing basée à Fès.","","","false","none","Manufacturing,Fès"
"Groupe Elite Direct SAS","Énergie & Environnement","Energy","Kenitra","11 Av Fal Ould Oumeir, Kenitra, Morocco","Entreprise du secteur Energy basée à Kenitra.","","","false","none","Energy,Kenitra"
"Al Kheir Centre Temara School","Distribution & Commerce","E-commerce","Temara","18 Av Hassan II, Temara, Morocco","Entreprise du secteur E-commerce basée à Temara.","","","false","none","E-commerce,Temara"
"Casaworks Nettoyage SARL","Distribution & Commerce","Food & Beverage","Oujda","180 Rue Moulay Youssef, Oujda, Morocco","Entreprise du secteur Food & Beverage basée à Oujda.","","","false","none","Food & Beverage,Oujda"
"Al Yassir Packaging Khouribga","Services Professionnels","Marketing & Advertising","Khouribga","43 Rue Moulay Youssef, Khouribga, Morocco","Entreprise du secteur Marketing & Advertising basée à Khouribga.","","","false","none","Marketing & Advertising,Khouribga"
"Groupe Rif Nova SA","Industrie & Chimie","Pharmaceuticals","Marrakech","148 Bd Zerktouni, Marrakech, Morocco","Entreprise du secteur Pharmaceuticals basée à Marrakech.","","","false","none","Pharmaceuticals,Marrakech"
"Rif Pro Services","Industrie & Chimie","Textiles","Fès","84 Av Al Qods, Fès, Morocco","Entreprise du secteur Textiles basée à Fès.","","","false","none","Textiles,Fès"
"Al Yassir Digital SA","Immobilier & Construction","Real Estate","Taza","154 Bd Anfa, Taza, Morocco","Entreprise du secteur Real Estate basée à Taza.","","","false","none","Real Estate,Taza"
"Global Security Services Nettoyage","Services Professionnels","Security Services","Salé","68 Rue Al Massira, Salé, Morocco","Entreprise du secteur Security Services basée à Salé.","","","false","none","Security Services,Salé"
"Elite Insurance Clinic","Banque & Finance","Insurance","Casablanca","65 Bd Abdelmoumen, Casablanca, Morocco","Entreprise du secteur Insurance basée à Casablanca.","","","false","none","Insurance,Casablanca"
"Groupe Maroc Marina SAS","Distribution & Commerce","Import/Export","Marrakech","92 Rue Moulay Youssef, Marrakech, Morocco","Entreprise du secteur Import/Export basée à Marrakech.","","","false","none","Import/Export,Marrakech"
"Al Bahja Mining Conseil","Industrie & Chimie","Mining","Tétouan","46 Av Mohammed VI, Tétouan, Morocco","Entreprise du secteur Mining basée à Tétouan.","","","false","none","Mining,Tétouan"
"Apex Sud Packaging","Industrie & Chimie","Printing & Packaging","Ksar El Kebir","197 Av Al Qods, Ksar El Kebir, Morocco","Entreprise du secteur Printing & Packaging basée à Ksar El Kebir.","","","false","none","Printing & Packaging,Ksar El Kebir"
"Al Manar City Oujda Labs","Distribution & Commerce","Import/Export","Oujda","153 Rue Al Massira, Oujda, Morocco","Entreprise du secteur Import/Export basée à Oujda.","","","false","none","Import/Export,Oujda"
"Groupe Al Maghrib Fusion SARL","Industrie & Chimie","Manufacturing","Casablanca","69 Bd Abdelmoumen, Casablanca, Morocco","Entreprise du secteur Manufacturing basée à Casablanca.","","","false","none","Manufacturing,Casablanca"
"Tanger Prime Transport","Distribution & Commerce","Import/Export","Oujda","157 Bd Mohammed V, Oujda, Morocco","Entreprise du secteur Import/Export basée à Oujda.","","","false","none","Import/Export,Oujda"
"Dynamiq Real Estate Groupe","Immobilier & Construction","Real Estate","Agadir","95 Bd Abdelmoumen, Agadir, Morocco","Entreprise du secteur Real Estate basée à Agadir.","","","false","none","Real Estate,Agadir"
"Marocain Holding Khouribga","Industrie & Chimie","Automotive","Khouribga","181 Rue Moulay Youssef, Khouribga, Morocco","Entreprise du secteur Automotive basée à Khouribga.","","","false","none","Automotive,Khouribga"
"Nour Resort Ltd.","Services Professionnels","Security Services","Salé","177 Av Fal Ould Oumeir, Salé, Morocco","Entreprise du secteur Security Services basée à Salé.","","","false","none","Security Services,Salé"
"Al Waha Maintenance El Jadida","Santé & Bien-être","Healthcare","El Jadida","93 Rue Ibn Sina, El Jadida, Morocco","Entreprise du secteur Healthcare basée à El Jadida.","","","false","none","Healthcare,El Jadida"
"Andalous Université Privée SARL AU","Technologie & IT","IT & Software","Ouarzazate","61 Av Al Qods, Ouarzazate, Morocco","Entreprise du secteur IT & Software basée à Ouarzazate.","","","false","none","IT & Software,Ouarzazate"
"Amazigh Centre Partners","Services Professionnels","Legal Services","Casablanca","80 Av Al Qods, Casablanca, Morocco","Entreprise du secteur Legal Services basée à Casablanca.","","","false","none","Legal Services,Casablanca"
"Al Connect Kenitra Trading","Services Professionnels","Engineering","Kenitra","127 Bd Abdelmoumen, Kenitra, Morocco","Entreprise du secteur Engineering basée à Kenitra.","","","false","none","Engineering,Kenitra"
"Dar Al Industry Casablanca","Services Professionnels","Maintenance Services","Casablanca","13 Bd Moulay Ismail, Casablanca, Morocco","Entreprise du secteur Maintenance Services basée à Casablanca.","","","false","none","Maintenance Services,Casablanca"
"Groupe Agadir Prime SARL","Technologie & IT","IT & Software","Khemisset","106 Bd Abdelmoumen, Khemisset, Morocco","Entreprise du secteur IT & Software basée à Khemisset.","","","false","none","IT & Software,Khemisset"
"Al Ibtikar Engineering SAS","Hôtels & Hébergement","Hospitality","Errachidia","157 Rue Al Massira, Errachidia, Morocco","Entreprise du secteur Hospitality basée à Errachidia.","","","false","none","Hospitality,Errachidia"
"Al Wifaq Partners Nador","Services Professionnels","Security Services","Nador","92 Rue Moulay Youssef, Nador, Morocco","Entreprise du secteur Security Services basée à Nador.","","","false","none","Security Services,Nador"
"Al Yassir Direct Errachidia Market","Industrie & Chimie","Mining","Errachidia","107 Bd Abdelmoumen, Errachidia, Morocco","Entreprise du secteur Mining basée à Errachidia.","","","false","none","Mining,Errachidia"
"Agadir Construction Meknès","Industrie & Chimie","Agriculture","Meknès","54 Rue Al Massira, Meknès, Morocco","Entreprise du secteur Agriculture basée à Meknès.","","","false","none","Agriculture,Meknès"
"Groupe Casaworks Express SAS","Éducation & Formation","Education","Fès","162 Bd Anfa, Fès, Morocco","Entreprise du secteur Education basée à Fès.","","","false","none","Education,Fès"
"Al Ibtikar Accounting Université Privée","Banque & Finance","Accounting & Audit","Casablanca","129 Bd Abdelmoumen, Casablanca, Morocco","Entreprise du secteur Accounting & Audit basée à Casablanca.","","","false","none","Accounting & Audit,Casablanca"
"Al Waha Education Hospital","Éducation & Formation","Education","Khouribga","137 Bd Mohammed V, Khouribga, Morocco","Entreprise du secteur Education basée à Khouribga.","","","false","none","Education,Khouribga"
"Casaworks Holding Ksar El Kebir","Énergie & Environnement","Energy","Ksar El Kebir","35 Bd Zerktouni, Ksar El Kebir, Morocco","Entreprise du secteur Energy basée à Ksar El Kebir.","","","false","none","Energy,Ksar El Kebir"
"Ibn Build Nettoyage","Services Professionnels","Consulting","Casablanca","100 Av Hassan II, Casablanca, Morocco","Entreprise du secteur Consulting basée à Casablanca.","","","false","none","Consulting,Casablanca"
"Global Hospitality Resort","Hôtels & Hébergement","Hospitality","Khouribga","164 Rue Ibn Sina, Khouribga, Morocco","Entreprise du secteur Hospitality basée à Khouribga.","","","false","none","Hospitality,Khouribga"
"Groupe Al Nour Connect SARL","Distribution & Commerce","Import/Export","Tétouan","154 Bd Zerktouni, Tétouan, Morocco","Entreprise du secteur Import/Export basée à Tétouan.","","","false","none","Import/Export,Tétouan"
"Groupe Al Yassir Trade SAS","Services Professionnels","Marketing & Advertising","Safi","146 Bd Moulay Ismail, Safi, Morocco","Entreprise du secteur Marketing & Advertising basée à Safi.","","","false","none","Marketing & Advertising,Safi"
"Marrakech Capital Salé Holding","Services Professionnels","Security Services","Salé","134 Av Al Qods, Salé, Morocco","Entreprise du secteur Security Services basée à Salé.","","","false","none","Security Services,Salé"
"Vertex Smart Immobilier","Banque & Finance","Banking","Agadir","144 Rue Ibn Sina, Agadir, Morocco","Entreprise du secteur Banking basée à Agadir.","","","false","none","Banking,Agadir"
"Apex Immobilier La�youne","Industrie & Chimie","Manufacturing","La�youne","25 Av Hassan II, La�youne, Morocco","Entreprise du secteur Manufacturing basée à La�youne.","","","false","none","Manufacturing,La�youne"
"Al Baraka Hospital Ksar El Kebir","Technologie & IT","IT & Software","Ksar El Kebir","135 Bd Anfa, Ksar El Kebir, Morocco","Entreprise du secteur IT & Software basée à Ksar El Kebir.","","","false","none","IT & Software,Ksar El Kebir"
"Amazigh Packaging SARL","Services Professionnels","Consulting","Safi","128 Bd Zerktouni, Safi, Morocco","Entreprise du secteur Consulting basée à Safi.","","","false","none","Consulting,Safi"
