"name","category","subcategory","city","location","description","phone","website","is_premium","tier","tags"
"Al Ibtikar Maintenance SARL","Industrie & Chimie","Textiles","Ifrane","50 Rue Moulay Youssef, Ifrane, Morocco","Entreprise du secteur Textiles basée à Ifrane.","","","false","none","Textiles,Ifrane"
"Al Bahja Capital Marrakech Centre","Services Professionnels","Consulting","Marrakech","192 Bd Abdelmoumen, Marrakech, Morocco","Entreprise du secteur Consulting basée à Marrakech.","","","false","none","Consulting,Marrakech"
"Al Bahja Market Ksar El Kebir","Distribution & Commerce","Retail","Ksar El Kebir","75 Bd Abdelmoumen, Ksar El Kebir, Morocco","Entreprise du secteur Retail basée à Ksar El Kebir.","","","false","none","Retail,Ksar El Kebir"
"Tanger Automotive Maintenance","Industrie & Chimie","Automotive","Mohammedia","142 Bd Anfa, Mohammedia, Morocco","Entreprise du secteur Automotive basée à Mohammedia.","","","false","none","Automotive,Mohammedia"
"Al Moutamayyiz Print Co.","Santé & Bien-être","Healthcare","Béni Mellal","155 Av Fal Ould Oumeir, Béni Mellal, Morocco","Entreprise du secteur Healthcare basée à Béni Mellal.","","","false","none","Healthcare,Béni Mellal"
"Al Manar One Ksar El Kebir Transport","Industrie & Chimie","Printing & Packaging","Ksar El Kebir","148 Bd Mohammed V, Ksar El Kebir, Morocco","Entreprise du secteur Printing & Packaging basée à Ksar El Kebir.","","","false","none","Printing & Packaging,Ksar El Kebir"
"Vertex Partenaires SARL AU","Banque & Finance","Banking","Agadir","23 Rue Moulay Youssef, Agadir, Morocco","Entreprise du secteur Banking basée à Agadir.","","","false","none","Banking,Agadir"
"Al Maghrib Direct Salé Engineering","Centres d'Appel & BPO","BPO / Call Center","Salé","62 Av Mohammed VI, Salé, Morocco","Entreprise du secteur BPO / Call Center basée à Salé.","","","false","none","BPO / Call Center,Salé"
"Marocain BPO / Call Center Group","Centres d'Appel & BPO","BPO / Call Center","Rabat","23 Bd Anfa, Rabat, Morocco","Entreprise du secteur BPO / Call Center basée à Rabat.","","","false","none","BPO / Call Center,Rabat"
"Dynamiq Centre Oujda","Distribution & Commerce","Retail","Oujda","87 Av Al Qods, Oujda, Morocco","Entreprise du secteur Retail basée à Oujda.","","","false","none","Retail,Oujda"
"Tanger Green Maintenance","Immobilier & Construction","Construction","Tétouan","75 Rue Moulay Youssef, Tétouan, Morocco","Entreprise du secteur Construction basée à Tétouan.","","","false","none","Construction,Tétouan"
"Casaworks Consulting Systems","Services Professionnels","Consulting","Berkane","142 Rue Al Massira, Berkane, Morocco","Entreprise du secteur Consulting basée à Berkane.","","","false","none","Consulting,Berkane"
"Maroc Logistique SAS","Industrie & Chimie","Mining","Salé","169 Av Fal Ould Oumeir, Salé, Morocco","Entreprise du secteur Mining basée à Salé.","","","false","none","Mining,Salé"
"Groupe Al Kheir Build Ltd.","Industrie & Chimie","Automotive","La�youne","6 Bd Abdelmoumen, La�youne, Morocco","Entreprise du secteur Automotive basée à La�youne.","","","false","none","Automotive,La�youne"
"Ibn IT Immobilier","Technologie & IT","IT & Software","Errachidia","179 Av Mohammed VI, Errachidia, Morocco","Entreprise du secteur IT & Software basée à Errachidia.","","","false","none","IT & Software,Errachidia"
"Sahara Fusion Resort","Immobilier & Construction","Real Estate","Meknès","6 Av Mohammed VI, Meknès, Morocco","Entreprise du secteur Real Estate basée à Meknès.","","","false","none","Real Estate,Meknès"
"Global Eco Distribution","Services Professionnels","Marketing & Advertising","Meknès","22 Bd Anfa, Meknès, Morocco","Entreprise du secteur Marketing & Advertising basée à Meknès.","","","false","none","Marketing & Advertising,Meknès"
"Groupe Dynamiq Sud Co.","Centres d'Appel & BPO","BPO / Call Center","Oujda","171 Bd Zerktouni, Oujda, Morocco","Entreprise du secteur BPO / Call Center basée à Oujda.","","","false","none","BPO / Call Center,Oujda"
"Nour Telecom School","Technologie & IT","Telecom","Settat","56 Bd Zerktouni, Settat, Morocco","Entreprise du secteur Telecom basée à Settat.","","","false","none","Telecom,Settat"
"Dynamiq Nova Settat Construction","Industrie & Chimie","Agriculture","Settat","4 Bd Abdelmoumen, Settat, Morocco","Entreprise du secteur Agriculture basée à Settat.","","","false","none","Agriculture,Settat"
"Amazigh Université Privée SARL","Services Professionnels","Security Services","Marrakech","15 Av Al Qods, Marrakech, Morocco","Entreprise du secteur Security Services basée à Marrakech.","","","false","none","Security Services,Marrakech"
"Casaworks Market Ltd.","Services Professionnels","Consulting","Béni Mellal","170 Av Al Qods, Béni Mellal, Morocco","Entreprise du secteur Consulting basée à Béni Mellal.","","","false","none","Consulting,Béni Mellal"
"Al Bahja Hotel SARL","Distribution & Commerce","E-commerce","Guelmim","54 Bd Zerktouni, Guelmim, Morocco","Entreprise du secteur E-commerce basée à Guelmim.","","","false","none","E-commerce,Guelmim"
"Groupe Nova Plus SA","Santé & Bien-être","Healthcare","Tanger","18 Av Hassan II, Tanger, Morocco","Entreprise du secteur Healthcare basée à Tanger.","","","false","none","Healthcare,Tanger"
"Rabat School Co.","Banque & Finance","Accounting & Audit","Béni Mellal","179 Bd Mohammed V, Béni Mellal, Morocco","Entreprise du secteur Accounting & Audit basée à Béni Mellal.","","","false","none","Accounting & Audit,Béni Mellal"
"Groupe Maghreb Green Ltd.","Services Professionnels","Consulting","Meknès","199 Av Al Qods, Meknès, Morocco","Entreprise du secteur Consulting basée à Meknès.","","","false","none","Consulting,Meknès"
"Groupe Media Meknès Transport","Services Professionnels","Legal Services","Meknès","72 Av Al Qods, Meknès, Morocco","Entreprise du secteur Legal Services basée à Meknès.","","","false","none","Legal Services,Meknès"
"Groupe Al Atlas Green SAS","Santé & Bien-être","Healthcare","El Jadida","111 Av Mohammed VI, El Jadida, Morocco","Entreprise du secteur Healthcare basée à El Jadida.","","","false","none","Healthcare,El Jadida"
"Dar Al Transport Marrakech","Énergie & Environnement","Energy","Marrakech","108 Rue Al Massira, Marrakech, Morocco","Entreprise du secteur Energy basée à Marrakech.","","","false","none","Energy,Marrakech"
"Dar Engineering SAS","Services Professionnels","Legal Services","Safi","18 Av Mohammed VI, Safi, Morocco","Entreprise du secteur Legal Services basée à Safi.","","","false","none","Legal Services,Safi"
"Al Nour Care Temara Logistique","Services Professionnels","Maintenance Services","Temara","42 Bd Zerktouni, Temara, Morocco","Entreprise du secteur Maintenance Services basée à Temara.","","","false","none","Maintenance Services,Temara"
"Al Nour Innov Industry","Industrie & Chimie","Pharmaceuticals","Meknès","138 Av Al Qods, Meknès, Morocco","Entreprise du secteur Pharmaceuticals basée à Meknès.","","","false","none","Pharmaceuticals,Meknès"
"Elite Solutions SA","Technologie & IT","Telecom","Tétouan","49 Av Mohammed VI, Tétouan, Morocco","Entreprise du secteur Telecom basée à Tétouan.","","","false","none","Telecom,Tétouan"
"Dynamiq Holding Settat","Distribution & Commerce","Import/Export","Settat","4 Rue Ibn Sina, Settat, Morocco","Entreprise du secteur Import/Export basée à Settat.","","","false","none","Import/Export,Settat"
"Marrakech Textiles Consulting","Industrie & Chimie","Textiles","Marrakech","137 Av Fal Ould Oumeir, Marrakech, Morocco","Entreprise du secteur Textiles basée à Marrakech.","","","false","none","Textiles,Marrakech"
"Alpha Nova Ifrane Solutions","Industrie & Chimie","Mining","Ifrane","173 Bd Mohammed V, Ifrane, Morocco","Entreprise du secteur Mining basée à Ifrane.","","","false","none","Mining,Ifrane"
"Amazigh Solutions SARL AU","Banque & Finance","Insurance","Béni Mellal","48 Rue Moulay Youssef, Béni Mellal, Morocco","Entreprise du secteur Insurance basée à Béni Mellal.","","","false","none","Insurance,Béni Mellal"
"Dar Al Impact Ifrane Technologies","Distribution & Commerce","Retail","Ifrane","144 Rue Al Massira, Ifrane, Morocco","Entreprise du secteur Retail basée à Ifrane.","","","false","none","Retail,Ifrane"
"Casa Care Solutions","Énergie & Environnement","Energy","Tétouan","109 Av Mohammed VI, Tétouan, Morocco","Entreprise du secteur Energy basée à Tétouan.","","","false","none","Energy,Tétouan"
"Amazigh Transport SA","Services Professionnels","Security Services","Safi","170 Bd Zerktouni, Safi, Morocco","Entreprise du secteur Security Services basée à Safi.","","","false","none","Security Services,Safi"
"Al Digital Mohammedia","Services Professionnels","Legal Services","Mohammedia","23 Bd Mohammed V, Mohammedia, Morocco","Entreprise du secteur Legal Services basée à Mohammedia.","","","false","none","Legal Services,Mohammedia"
"Amazigh Engineering Ifrane","Technologie & IT","Telecom","Ifrane","41 Bd Anfa, Ifrane, Morocco","Entreprise du secteur Telecom basée à Ifrane.","","","false","none","Telecom,Ifrane"
"Al Wifaq One Errachidia Partenaires","Distribution & Commerce","Retail","Errachidia","100 Rue Al Massira, Errachidia, Morocco","Entreprise du secteur Retail basée à Errachidia.","","","false","none","Retail,Errachidia"
"Atlas Immobilier Tanger","Services Professionnels","Cleaning Services","Tanger","116 Av Hassan II, Tanger, Morocco","Entreprise du secteur Cleaning Services basée à Tanger.","","","false","none","Cleaning Services,Tanger"
"Ibn Ingénierie Rabat","Services Professionnels","Security Services","Rabat","195 Bd Zerktouni, Rabat, Morocco","Entreprise du secteur Security Services basée à Rabat.","","","false","none","Security Services,Rabat"
"Sahara Transport Ltd.","Distribution & Commerce","E-commerce","Rabat","143 Rue Ibn Sina, Rabat, Morocco","Entreprise du secteur E-commerce basée à Rabat.","","","false","none","E-commerce,Rabat"
"Orient Sécurité Khemisset","Banque & Finance","Insurance","Khemisset","31 Rue Al Massira, Khemisset, Morocco","Entreprise du secteur Insurance basée à Khemisset.","","","false","none","Insurance,Khemisset"
"Al Waha Care Solutions","Santé & Bien-être","Healthcare","Casablanca","61 Av Fal Ould Oumeir, Casablanca, Morocco","Entreprise du secteur Healthcare basée à Casablanca.","","","false","none","Healthcare,Casablanca"
"Al Massar Immobilier Meknès","Immobilier & Construction","Construction","Meknès","110 Bd Moulay Ismail, Meknès, Morocco","Entreprise du secteur Construction basée à Meknès.","","","false","none","Construction,Meknès"
"Orient Education Systems","Éducation & Formation","Education","Nador","112 Rue Ibn Sina, Nador, Morocco","Entreprise du secteur Education basée à Nador.","","","false","none","Education,Nador"
"Sahara Healthcare Engineering","Santé & Bien-être","Healthcare","Taza","39 Rue Moulay Youssef, Taza, Morocco","Entreprise du secteur Healthcare basée à Taza.","","","false","none","Healthcare,Taza"
"Global Prestige Distribution","Industrie & Chimie","Printing & Packaging","Safi","172 Bd Moulay Ismail, Safi, Morocco","Entreprise du secteur Printing & Packaging basée à Safi.","","","false","none","Printing & Packaging,Safi"
"Groupe Al Moutamayyiz Fusion SAS","Technologie & IT","Telecom","Ouarzazate","28 Rue Moulay Youssef, Ouarzazate, Morocco","Entreprise du secteur Telecom basée à Ouarzazate.","","","false","none","Telecom,Ouarzazate"
"Amazigh Food Industries","Distribution & Commerce","Food & Beverage","Oujda","180 Rue Ibn Sina, Oujda, Morocco","Entreprise du secteur Food & Beverage basée à Oujda.","","","false","none","Food & Beverage,Oujda"
"Casa Hospital Khouribga","Services Professionnels","Legal Services","Khouribga","195 Bd Abdelmoumen, Khouribga, Morocco","Entreprise du secteur Legal Services basée à Khouribga.","","","false","none","Legal Services,Khouribga"
"Agadir Partners SARL AU","Distribution & Commerce","Retail","Tanger","115 Av Hassan II, Tanger, Morocco","Entreprise du secteur Retail basée à Tanger.","","","false","none","Retail,Tanger"
"Alpha Transport SARL AU","Santé & Bien-être","Healthcare","Marrakech","53 Av Al Qods, Marrakech, Morocco","Entreprise du secteur Healthcare basée à Marrakech.","","","false","none","Healthcare,Marrakech"
"Groupe Dar Nord Ltd.","Technologie & IT","IT & Software","Casablanca","182 Av Hassan II, Casablanca, Morocco","Entreprise du secteur IT & Software basée à Casablanca.","","","false","none","IT & Software,Casablanca"
"Apex Logistics Logistique","Transport & Logistique","Logistics & Transport","Taza","131 Bd Zerktouni, Taza, Morocco","Entreprise du secteur Logistics & Transport basée à Taza.","","","false","none","Logistics & Transport,Taza"
"Rabat Fusion Fès Ingénierie","Services Professionnels","Legal Services","Fès","116 Rue Moulay Youssef, Fès, Morocco","Entreprise du secteur Legal Services basée à Fès.","","","false","none","Legal Services,Fès"
"Sahara Construction SARL AU","Immobilier & Construction","Construction","Temara","5 Bd Zerktouni, Temara, Morocco","Entreprise du secteur Construction basée à Temara.","","","false","none","Construction,Temara"
"Apex Prestige Fès Hotel","Industrie & Chimie","Agriculture","Fès","197 Rue Al Massira, Fès, Morocco","Entreprise du secteur Agriculture basée à Fès.","","","false","none","Agriculture,Fès"
"Nova Sécurité SAS","Immobilier & Construction","Real Estate","Béni Mellal","121 Rue Ibn Sina, Béni Mellal, Morocco","Entreprise du secteur Real Estate basée à Béni Mellal.","","","false","none","Real Estate,Béni Mellal"
"Marrakech Pro Logistique","Industrie & Chimie","Manufacturing","Safi","130 Rue Moulay Youssef, Safi, Morocco","Entreprise du secteur Manufacturing basée à Safi.","","","false","none","Manufacturing,Safi"
"Rif Engineering Ouarzazate","Immobilier & Construction","Real Estate","Ouarzazate","199 Bd Abdelmoumen, Ouarzazate, Morocco","Entreprise du secteur Real Estate basée à Ouarzazate.","","","false","none","Real Estate,Ouarzazate"
"Al Baraka Insurance Labs","Banque & Finance","Insurance","Marrakech","199 Av Mohammed VI, Marrakech, Morocco","Entreprise du secteur Insurance basée à Marrakech.","","","false","none","Insurance,Marrakech"
"Orient Nova Ksar El Kebir Industry","Industrie & Chimie","Agriculture","Ksar El Kebir","92 Av Fal Ould Oumeir, Ksar El Kebir, Morocco","Entreprise du secteur Agriculture basée à Ksar El Kebir.","","","false","none","Agriculture,Ksar El Kebir"
"Global Solutions Co.","Services Professionnels","Legal Services","Marrakech","9 Bd Moulay Ismail, Marrakech, Morocco","Entreprise du secteur Legal Services basée à Marrakech.","","","false","none","Legal Services,Marrakech"
"Tanger Construction Ltd.","Distribution & Commerce","E-commerce","Tétouan","118 Av Mohammed VI, Tétouan, Morocco","Entreprise du secteur E-commerce basée à Tétouan.","","","false","none","E-commerce,Tétouan"
"Groupe Al Fath Tech SA","Technologie & IT","IT & Software","Meknès","154 Bd Mohammed V, Meknès, Morocco","Entreprise du secteur IT & Software basée à Meknès.","","","false","none","IT & Software,Meknès"
"Atlas Marketing Partenaires","Services Professionnels","Marketing & Advertising","Meknès","134 Av Hassan II, Meknès, Morocco","Entreprise du secteur Marketing & Advertising basée à Meknès.","","","false","none","Marketing & Advertising,Meknès"
"Alpha Nettoyage SAS","Services Professionnels","Security Services","Tanger","125 Av Fal Ould Oumeir, Tanger, Morocco","Entreprise du secteur Security Services basée à Tanger.","","","false","none","Security Services,Tanger"
"Marocain Digital Berkane","Distribution & Commerce","Import/Export","Berkane","11 Bd Mohammed V, Berkane, Morocco","Entreprise du secteur Import/Export basée à Berkane.","","","false","none","Import/Export,Berkane"
"Nour Tech Safi Print","Distribution & Commerce","Import/Export","Safi","98 Av Hassan II, Safi, Morocco","Entreprise du secteur Import/Export basée à Safi.","","","false","none","Import/Export,Safi"
"Marocain Distribution SARL","Centres d'Appel & BPO","BPO / Call Center","Nador","100 Av Al Qods, Nador, Morocco","Entreprise du secteur BPO / Call Center basée à Nador.","","","false","none","BPO / Call Center,Nador"
"Groupe Rabat Avenir Co.","Technologie & IT","Telecom","Dakhla","62 Bd Zerktouni, Dakhla, Morocco","Entreprise du secteur Telecom basée à Dakhla.","","","false","none","Telecom,Dakhla"
