file,line,string,suggested_key
"src/app/(admin)/admin/homepage/CollectionRow.tsx",199,"Aucune catégorie","adminAdminHomepage.aucune.categorie"
"src/app/(admin)/admin/homepage/CollectionRow.tsx",205,"Sélectionnez ""Aucune catégorie"" pour réinitialiser.","adminAdminHomepage.selectionnez.aucune.categorie.pour.reinitialiser"
"src/app/(admin)/admin/homepage/CollectionRow.tsx",215,"Séparez par des virgules. Suggestions disponibles.","adminAdminHomepage.separez.virgules.suggestions.disponibles"
"src/app/(admin)/admin/homepage/CollectionRow.tsx",222,"Catégorie","adminAdminHomepage.categorie"
"src/app/(admin)/admin/homepage/CollectionRow.tsx",226,"Choisir une catégorie","adminAdminHomepage.choisir.categorie"
"src/app/(admin)/admin/homepage/CollectionRow.tsx",233,"Aucune catégorie","adminAdminHomepage.aucune.categorie"
"src/app/(admin)/admin/homepage/CollectionRow.tsx",239,"Sélectionnez ""Aucune catégorie"" pour réinitialiser.","adminAdminHomepage.selectionnez.aucune.categorie.pour.reinitialiser"
"src/app/(admin)/admin/homepage/CollectionRow.tsx",245,"Ville (optionnel)","adminAdminHomepage.ville.optionnel"
"src/app/(admin)/admin/homepage/CollectionRow.tsx",249,"Toutes les villes","adminAdminHomepage.toutes.villes"
"src/app/(admin)/admin/homepage/CollectionRow.tsx",256,"Toutes les villes","adminAdminHomepage.toutes.villes"
"src/app/(admin)/admin/homepage/CollectionRow.tsx",289,"Supprimer cette collection ?","adminAdminHomepage.supprimer.cette.collection"
"src/app/(admin)/admin/homepage/FeaturedBusinessRow.tsx",45,"Succès","adminAdminHomepage.succes"
"src/app/(admin)/admin/homepage/FeaturedBusinessRow.tsx",45,"Entreprise retirée de la une.","adminAdminHomepage.entreprise.retiree"
"src/app/(admin)/admin/homepage/FeaturedBusinessRow.tsx",66,"Retirer de la une ?","adminAdminHomepage.retirer"
"src/app/(admin)/admin/homepage/page.tsx",86,"Gestion de la page d'accueil","adminAdminHomepage.gestion.page.d.accueil"
"src/app/(admin)/admin/homepage/page.tsx",96,"Entreprises à la une","adminAdminHomepage.entreprises"
"src/app/(admin)/admin/homepage/page.tsx",134,"Carrousel ""Découvertes de saison""","adminAdminHomepage.carrousel.decouvertes.saison"
"src/app/(admin)/admin/homepage/page.tsx",146,"Aperçu","adminAdminHomepage.apercu"
"src/app/(admin)/admin/medias/page.tsx",17,"Redirection vers la gestion des médias...","adminAdminMedias.redirection.vers.gestion.medias"
"src/app/(admin)/admin/opportunites/page.tsx",45,"Opportunites Business","adminAdminOpportunites.opportunites.business"
"src/app/(admin)/admin/opportunites/page.tsx",56,"Schema non deploye","adminAdminOpportunites.schema.non.deploye"
"src/app/(admin)/admin/opportunites/page.tsx",66,"Total opportunities","adminAdminOpportunites.total.opportunities"
"src/app/(admin)/admin/opportunites/page.tsx",72,"Outreach target","adminAdminOpportunites.outreach.target"
"src/app/(admin)/admin/opportunites/page.tsx",78,"Upgrade target","adminAdminOpportunites.upgrade.target"
"src/app/(admin)/admin/opportunites/page.tsx",90,"Top 30 by acquisition and upgrade score.","adminAdminOpportunites.top.30.by.acquisition.and"
"src/app/(admin)/admin/opportunites/page.tsx",98,"Views 30d","adminAdminOpportunites.views.30d"
"src/app/(admin)/admin/opportunites/page.tsx",99,"Leads 30d","adminAdminOpportunites.leads.30d"
"src/app/(admin)/admin/opportunites/page.tsx",100,"Rating 30d","adminAdminOpportunites.rating.30d"
"src/app/(admin)/admin/outreach/page.tsx",130,"Outreach Pipeline","adminAdminOutreach.outreach.pipeline"
"src/app/(admin)/admin/outreach/page.tsx",139,"Filter by stage, owner, overdue, city, and category.","adminAdminOutreach.filter.by.stage.owner.overdue"
"src/app/(admin)/admin/outreach/page.tsx",144,"All stages","adminAdminOutreach.all.stages"
