name,category,subcategory,city,location,description,phone,website,is_premium,tier,tags
Agadir Mining School,Industrie & Chimie,Mining,Berkane,"128 Av Fal Ould Oumeir, Berkane, Morocco",Entreprise du secteur Mining basée à Berkane.,,,false,none,"Mining,Berkane"
Groupe Dynamiq Green SARL AU,Services Professionnels,Legal Services,Dakhla,"139 Av Fal Ould Oumeir, Dakhla, Morocco",Entreprise du secteur Legal Services basée à Dakhla.,,,false,none,"Legal Services,Dakhla"
Andalous Trading SAS,Services Professionnels,Consulting,Fès,"115 Bd Mohammed V, Fès, Morocco",Entreprise du secteur Consulting basée à Fès.,,,false,none,"Consulting,Fès"
Groupe Al Massar Sud SARL,Centres d'Appel & BPO,BPO / Call Center,Ouarzazate,"56 Av Mohammed VI, Ouarzazate, Morocco",Entreprise du secteur BPO / Call Center basée à Ouarzazate.,,,false,none,"BPO / Call Center,Ouarzazate"
Global Ingénierie SA,Industrie & Chimie,Manufacturing,Casablanca,"150 Av Fal Ould Oumeir, Casablanca, Morocco",Entreprise du secteur Manufacturing basée à Casablanca.,,,false,none,"Manufacturing,Casablanca"
Elite Technologies Salé,Services Professionnels,Cleaning Services,Salé,"75 Rue Ibn Sina, Salé, Morocco",Entreprise du secteur Cleaning Services basée à Salé.,,,false,none,"Cleaning Services,Salé"
Al Kheir Resort Dakhla,Santé & Bien-être,Healthcare,Dakhla,"125 Av Al Qods, Dakhla, Morocco",Entreprise du secteur Healthcare basée à Dakhla.,,,false,none,"Healthcare,Dakhla"
Ibn Build Ifrane Labs,Industrie & Chimie,Pharmaceuticals,Ifrane,"38 Bd Anfa, Ifrane, Morocco",Entreprise du secteur Pharmaceuticals basée à Ifrane.,,,false,none,"Pharmaceuticals,Ifrane"
Al Manar Smart Rabat Groupe,Distribution & Commerce,Retail,Rabat,"6 Bd Zerktouni, Rabat, Morocco",Entreprise du secteur Retail basée à Rabat.,,,false,none,"Retail,Rabat"
Tanger Care Solutions,Industrie & Chimie,Pharmaceuticals,Tétouan,"118 Bd Moulay Ismail, Tétouan, Morocco",Entreprise du secteur Pharmaceuticals basée à Tétouan.,,,false,none,"Pharmaceuticals,Tétouan"
Al Massar Systems Co.,Transport & Logistique,Logistics & Transport,Errachidia,"27 Av Al Qods, Errachidia, Morocco",Entreprise du secteur Logistics & Transport basée à Errachidia.,,,false,none,"Logistics & Transport,Errachidia"
Agadir Foods SAS,Distribution & Commerce,E-commerce,Guelmim,"193 Av Mohammed VI, Guelmim, Morocco",Entreprise du secteur E-commerce basée à Guelmim.,,,false,none,"E-commerce,Guelmim"
Dar Conseil El Jadida,Santé & Bien-être,Healthcare,El Jadida,"173 Av Hassan II, El Jadida, Morocco",Entreprise du secteur Healthcare basée à El Jadida.,,,false,none,"Healthcare,El Jadida"
Al Fath Université Privée Tétouan,Technologie & IT,Telecom,Tétouan,"25 Bd Mohammed V, Tétouan, Morocco",Entreprise du secteur Telecom basée à Tétouan.,,,false,none,"Telecom,Tétouan"
Orient One Transport,Éducation & Formation,Education,El Jadida,"41 Av Fal Ould Oumeir, El Jadida, Morocco",Entreprise du secteur Education basée à El Jadida.,,,false,none,"Education,El Jadida"
Al Nour Centre Consulting,Services Professionnels,Cleaning Services,Khemisset,"175 Av Fal Ould Oumeir, Khemisset, Morocco",Entreprise du secteur Cleaning Services basée à Khemisset.,,,false,none,"Cleaning Services,Khemisset"
Al Bahja City Hotel,Industrie & Chimie,Textiles,Errachidia,"74 Bd Abdelmoumen, Errachidia, Morocco",Entreprise du secteur Textiles basée à Errachidia.,,,false,none,"Textiles,Errachidia"
Andalous Hospital Rabat,Immobilier & Construction,Real Estate,Rabat,"178 Rue Ibn Sina, Rabat, Morocco",Entreprise du secteur Real Estate basée à Rabat.,,,false,none,"Real Estate,Rabat"
Groupe Al Ibtikar Tech Co.,Immobilier & Construction,Real Estate,Dakhla,"50 Bd Moulay Ismail, Dakhla, Morocco",Entreprise du secteur Real Estate basée à Dakhla.,,,false,none,"Real Estate,Dakhla"
Atlas Innov Taza Distribution,Services Professionnels,Security Services,Taza,"37 Bd Zerktouni, Taza, Morocco",Entreprise du secteur Security Services basée à Taza.,,,false,none,"Security Services,Taza"
Ibn BPO / Call Center Store,Centres d'Appel & BPO,BPO / Call Center,Béni Mellal,"56 Bd Mohammed V, Béni Mellal, Morocco",Entreprise du secteur BPO / Call Center basée à Béni Mellal.,,,false,none,"BPO / Call Center,Béni Mellal"
Agadir Cleaning Services Systems,Services Professionnels,Cleaning Services,Béni Mellal,"27 Rue Moulay Youssef, Béni Mellal, Morocco",Entreprise du secteur Cleaning Services basée à Béni Mellal.,,,false,none,"Cleaning Services,Béni Mellal"
Al Waha Pro Khouribga Technologies,Services Professionnels,Marketing & Advertising,Khouribga,"90 Av Fal Ould Oumeir, Khouribga, Morocco",Entreprise du secteur Marketing & Advertising basée à Khouribga.,,,false,none,"Marketing & Advertising,Khouribga"
Groupe Al Maghrib Capital Ltd.,Immobilier & Construction,Real Estate,Oujda,"172 Rue Moulay Youssef, Oujda, Morocco",Entreprise du secteur Real Estate basée à Oujda.,,,false,none,"Real Estate,Oujda"
Al Baraka Care Rabat Conseil,Services Professionnels,Cleaning Services,Rabat,"58 Av Fal Ould Oumeir, Rabat, Morocco",Entreprise du secteur Cleaning Services basée à Rabat.,,,false,none,"Cleaning Services,Rabat"
Dynamiq Transport SAS,Technologie & IT,Telecom,La�youne,"47 Rue Moulay Youssef, La�youne, Morocco",Entreprise du secteur Telecom basée à La�youne.,,,false,none,"Telecom,La�youne"
Marocain Nord Hospital,Centres d'Appel & BPO,BPO / Call Center,Nador,"173 Av Hassan II, Nador, Morocco",Entreprise du secteur BPO / Call Center basée à Nador.,,,false,none,"BPO / Call Center,Nador"
Al Amal Tech Kenitra Packaging,Immobilier & Construction,Real Estate,Kenitra,"56 Av Al Qods, Kenitra, Morocco",Entreprise du secteur Real Estate basée à Kenitra.,,,false,none,"Real Estate,Kenitra"
Nour Groupe Ksar El Kebir,Industrie & Chimie,Pharmaceuticals,Ksar El Kebir,"38 Bd Moulay Ismail, Ksar El Kebir, Morocco",Entreprise du secteur Pharmaceuticals basée à Ksar El Kebir.,,,false,none,"Pharmaceuticals,Ksar El Kebir"
Casaworks Plus Safi Digital,Services Professionnels,Consulting,Safi,"118 Rue Ibn Sina, Safi, Morocco",Entreprise du secteur Consulting basée à Safi.,,,false,none,"Consulting,Safi"
Groupe Ibn Smart Co.,Énergie & Environnement,Energy,Rabat,"83 Rue Al Massira, Rabat, Morocco",Entreprise du secteur Energy basée à Rabat.,,,false,none,"Energy,Rabat"
Al Ibtikar Marina Larache Groupe,Distribution & Commerce,Retail,Larache,"119 Rue Moulay Youssef, Larache, Morocco",Entreprise du secteur Retail basée à Larache.,,,false,none,"Retail,Larache"
Andalous Telecom Services,Technologie & IT,Telecom,Oujda,"34 Bd Mohammed V, Oujda, Morocco",Entreprise du secteur Telecom basée à Oujda.,,,false,none,"Telecom,Oujda"
Al Atlas Holding Ltd.,Industrie & Chimie,Textiles,Settat,"12 Bd Mohammed V, Settat, Morocco",Entreprise du secteur Textiles basée à Settat.,,,false,none,"Textiles,Settat"
Dar Fusion Technologies,Banque & Finance,Insurance,Casablanca,"136 Bd Abdelmoumen, Casablanca, Morocco",Entreprise du secteur Insurance basée à Casablanca.,,,false,none,"Insurance,Casablanca"
Orient Nova Nador Distribution,Banque & Finance,Banking,Nador,"87 Av Al Qods, Nador, Morocco",Entreprise du secteur Banking basée à Nador.,,,false,none,"Banking,Nador"
Al Bahja Real Estate Sécurité,Immobilier & Construction,Real Estate,Ksar El Kebir,"133 Bd Zerktouni, Ksar El Kebir, Morocco",Entreprise du secteur Real Estate basée à Ksar El Kebir.,,,false,none,"Real Estate,Ksar El Kebir"
Alpha Impact Nettoyage,Distribution & Commerce,Retail,Casablanca,"67 Bd Moulay Ismail, Casablanca, Morocco",Entreprise du secteur Retail basée à Casablanca.,,,false,none,"Retail,Casablanca"
Groupe Al Wifaq Media SARL AU,Technologie & IT,Telecom,Khouribga,"197 Av Al Qods, Khouribga, Morocco",Entreprise du secteur Telecom basée à Khouribga.,,,false,none,"Telecom,Khouribga"
Fes Systems Khouribga,Éducation & Formation,Education,Khouribga,"153 Av Hassan II, Khouribga, Morocco",Entreprise du secteur Education basée à Khouribga.,,,false,none,"Education,Khouribga"
Andalous Technologies Tétouan,Services Professionnels,Maintenance Services,Tétouan,"33 Bd Anfa, Tétouan, Morocco",Entreprise du secteur Maintenance Services basée à Tétouan.,,,false,none,"Maintenance Services,Tétouan"
Dynamiq Systems SA,Industrie & Chimie,Agriculture,Mohammedia,"31 Rue Ibn Sina, Mohammedia, Morocco",Entreprise du secteur Agriculture basée à Mohammedia.,,,false,none,"Agriculture,Mohammedia"
Fes Capital Kenitra Engineering,Technologie & IT,Telecom,Kenitra,"168 Bd Anfa, Kenitra, Morocco",Entreprise du secteur Telecom basée à Kenitra.,,,false,none,"Telecom,Kenitra"
Groupe Fes Express SARL,Distribution & Commerce,E-commerce,Berkane,"77 Rue Moulay Youssef, Berkane, Morocco",Entreprise du secteur E-commerce basée à Berkane.,,,false,none,"E-commerce,Berkane"
Nova Systems Safi,Services Professionnels,Consulting,Safi,"122 Rue Al Massira, Safi, Morocco",Entreprise du secteur Consulting basée à Safi.,,,false,none,"Consulting,Safi"
Alpha Impact Sécurité,Services Professionnels,Marketing & Advertising,Rabat,"63 Rue Al Massira, Rabat, Morocco",Entreprise du secteur Marketing & Advertising basée à Rabat.,,,false,none,"Marketing & Advertising,Rabat"
Al Wifaq Connect Temara Technologies,Technologie & IT,Telecom,Temara,"42 Bd Abdelmoumen, Temara, Morocco",Entreprise du secteur Telecom basée à Temara.,,,false,none,"Telecom,Temara"
Horizon Build Trading,Distribution & Commerce,Import/Export,Fès,"27 Rue Al Massira, Fès, Morocco",Entreprise du secteur Import/Export basée à Fès.,,,false,none,"Import/Export,Fès"
Dar Al Pro Larache Labs,Transport & Logistique,Logistics & Transport,Larache,"184 Bd Moulay Ismail, Larache, Morocco",Entreprise du secteur Logistics & Transport basée à Larache.,,,false,none,"Logistics & Transport,Larache"
Elite Energy Holding,Énergie & Environnement,Energy,Oujda,"96 Av Mohammed VI, Oujda, Morocco",Entreprise du secteur Energy basée à Oujda.,,,false,none,"Energy,Oujda"
Elite Fusion Guelmim Construction,Banque & Finance,Accounting & Audit,Guelmim,"104 Rue Ibn Sina, Guelmim, Morocco",Entreprise du secteur Accounting & Audit basée à Guelmim.,,,false,none,"Accounting & Audit,Guelmim"
Groupe Technologies Ksar El Kebir,Services Professionnels,Engineering,Ksar El Kebir,"6 Av Mohammed VI, Ksar El Kebir, Morocco",Entreprise du secteur Engineering basée à Ksar El Kebir.,,,false,none,"Engineering,Ksar El Kebir"
Alpha Maintenance Services Centre,Services Professionnels,Maintenance Services,Tétouan,"164 Av Hassan II, Tétouan, Morocco",Entreprise du secteur Maintenance Services basée à Tétouan.,,,false,none,"Maintenance Services,Tétouan"
Al Atlas Digital Nador,Services Professionnels,Marketing & Advertising,Nador,"23 Bd Mohammed V, Nador, Morocco",Entreprise du secteur Marketing & Advertising basée à Nador.,,,false,none,"Marketing & Advertising,Nador"
Groupe Amazigh One SA,Industrie & Chimie,Agriculture,Béni Mellal,"36 Av Al Qods, Béni Mellal, Morocco",Entreprise du secteur Agriculture basée à Béni Mellal.,,,false,none,"Agriculture,Béni Mellal"
Orient Hotel Agadir,Services Professionnels,Marketing & Advertising,Agadir,"15 Av Mohammed VI, Agadir, Morocco",Entreprise du secteur Marketing & Advertising basée à Agadir.,,,false,none,"Marketing & Advertising,Agadir"
Groupe Ibn Fusion Ltd.,Services Professionnels,Security Services,La�youne,"29 Rue Moulay Youssef, La�youne, Morocco",Entreprise du secteur Security Services basée à La�youne.,,,false,none,"Security Services,La�youne"
Horizon Energy Partenaires,Énergie & Environnement,Energy,Khouribga,"4 Bd Mohammed V, Khouribga, Morocco",Entreprise du secteur Energy basée à Khouribga.,,,false,none,"Energy,Khouribga"
Al Massar Smart Sécurité,Centres d'Appel & BPO,BPO / Call Center,Kenitra,"187 Bd Anfa, Kenitra, Morocco",Entreprise du secteur BPO / Call Center basée à Kenitra.,,,false,none,"BPO / Call Center,Kenitra"
Elite Holding Temara,Transport & Logistique,Logistics & Transport,Temara,"105 Bd Moulay Ismail, Temara, Morocco",Entreprise du secteur Logistics & Transport basée à Temara.,,,false,none,"Logistics & Transport,Temara"
Omega Université Privée Ltd.,Services Professionnels,Consulting,Guelmim,"177 Av Al Qods, Guelmim, Morocco",Entreprise du secteur Consulting basée à Guelmim.,,,false,none,"Consulting,Guelmim"
Groupe Marrakech Centre SARL AU,Énergie & Environnement,Energy,Marrakech,"105 Av Fal Ould Oumeir, Marrakech, Morocco",Entreprise du secteur Energy basée à Marrakech.,,,false,none,"Energy,Marrakech"
Al Nour Trade Taza Hotel,Banque & Finance,Accounting & Audit,Taza,"156 Rue Ibn Sina, Taza, Morocco",Entreprise du secteur Accounting & Audit basée à Taza.,,,false,none,"Accounting & Audit,Taza"
Groupe Al Maghrib Direct SAS,Industrie & Chimie,Mining,Khouribga,"110 Av Mohammed VI, Khouribga, Morocco",Entreprise du secteur Mining basée à Khouribga.,,,false,none,"Mining,Khouribga"
Maroc Telecom Market,Technologie & IT,Telecom,Khouribga,"122 Av Mohammed VI, Khouribga, Morocco",Entreprise du secteur Telecom basée à Khouribga.,,,false,none,"Telecom,Khouribga"
Fes Market Fès,Services Professionnels,Marketing & Advertising,Fès,"146 Av Mohammed VI, Fès, Morocco",Entreprise du secteur Marketing & Advertising basée à Fès.,,,false,none,"Marketing & Advertising,Fès"
Groupe Al Baraka Nord Ltd.,Santé & Bien-être,Healthcare,Oujda,"121 Bd Zerktouni, Oujda, Morocco",Entreprise du secteur Healthcare basée à Oujda.,,,false,none,"Healthcare,Oujda"
Alpha Connect Ingénierie,Immobilier & Construction,Real Estate,Tétouan,"81 Av Mohammed VI, Tétouan, Morocco",Entreprise du secteur Real Estate basée à Tétouan.,,,false,none,"Real Estate,Tétouan"
Al Maghrib Logistique Errachidia,Distribution & Commerce,Import/Export,Errachidia,"116 Av Fal Ould Oumeir, Errachidia, Morocco",Entreprise du secteur Import/Export basée à Errachidia.,,,false,none,"Import/Export,Errachidia"
Alpha Digital Ltd.,Centres d'Appel & BPO,BPO / Call Center,Safi,"66 Bd Abdelmoumen, Safi, Morocco",Entreprise du secteur BPO / Call Center basée à Safi.,,,false,none,"BPO / Call Center,Safi"
Maghreb Hotel Meknès,Services Professionnels,Maintenance Services,Meknès,"149 Av Fal Ould Oumeir, Meknès, Morocco",Entreprise du secteur Maintenance Services basée à Meknès.,,,false,none,"Maintenance Services,Meknès"
Marrakech Import/Export Logistique,Distribution & Commerce,Import/Export,La�youne,"161 Av Al Qods, La�youne, Morocco",Entreprise du secteur Import/Export basée à La�youne.,,,false,none,"Import/Export,La�youne"
Dar Innov Université Privée,Services Professionnels,Cleaning Services,Larache,"183 Bd Anfa, Larache, Morocco",Entreprise du secteur Cleaning Services basée à Larache.,,,false,none,"Cleaning Services,Larache"
Groupe Maghreb One SARL AU,Distribution & Commerce,E-commerce,Ifrane,"172 Av Fal Ould Oumeir, Ifrane, Morocco",Entreprise du secteur E-commerce basée à Ifrane.,,,false,none,"E-commerce,Ifrane"
Groupe Atlas Green SARL,Industrie & Chimie,Automotive,Mohammedia,"14 Av Fal Ould Oumeir, Mohammedia, Morocco",Entreprise du secteur Automotive basée à Mohammedia.,,,false,none,"Automotive,Mohammedia"
Al Amal Hospital Tanger,Technologie & IT,IT & Software,Tanger,"119 Rue Al Massira, Tanger, Morocco",Entreprise du secteur IT & Software basée à Tanger.,,,false,none,"IT & Software,Tanger"
Al Atlas Telecom Packaging,Technologie & IT,Telecom,Ouarzazate,"30 Bd Anfa, Ouarzazate, Morocco",Entreprise du secteur Telecom basée à Ouarzazate.,,,false,none,"Telecom,Ouarzazate"
Groupe Al Wifaq Direct SARL,Transport & Logistique,Logistics & Transport,Mohammedia,"190 Av Fal Ould Oumeir, Mohammedia, Morocco",Entreprise du secteur Logistics & Transport basée à Mohammedia.,,,false,none,"Logistics & Transport,Mohammedia"
Al Manar Foods SAS,Centres d'Appel & BPO,BPO / Call Center,Guelmim,"135 Rue Moulay Youssef, Guelmim, Morocco",Entreprise du secteur BPO / Call Center basée à Guelmim.,,,false,none,"BPO / Call Center,Guelmim"
Premium Manufacturing Centre,Industrie & Chimie,Manufacturing,Berkane,"26 Rue Al Massira, Berkane, Morocco",Entreprise du secteur Manufacturing basée à Berkane.,,,false,none,"Manufacturing,Berkane"
Marrakech Université Privée Guelmim,Distribution & Commerce,Import/Export,Guelmim,"50 Av Al Qods, Guelmim, Morocco",Entreprise du secteur Import/Export basée à Guelmim.,,,false,none,"Import/Export,Guelmim"
Al Manar Agriculture Labs,Industrie & Chimie,Agriculture,Kenitra,"35 Rue Al Massira, Kenitra, Morocco",Entreprise du secteur Agriculture basée à Kenitra.,,,false,none,"Agriculture,Kenitra"
Al Massar Textiles Pharma,Industrie & Chimie,Textiles,Berkane,"164 Av Fal Ould Oumeir, Berkane, Morocco",Entreprise du secteur Textiles basée à Berkane.,,,false,none,"Textiles,Berkane"
Dar Al Nettoyage Dakhla,Technologie & IT,IT & Software,Dakhla,"10 Av Mohammed VI, Dakhla, Morocco",Entreprise du secteur IT & Software basée à Dakhla.,,,false,none,"IT & Software,Dakhla"
